time,nearestNeighborParameter
0,"[15.078315117638056,32.64647395636689,21.578406073551147,10.141338337586639,18.601173184841453,25.373805669891922,16.368629045562532,9.45640861656676,4.927202373492597,3.8293069144547545,26.48220174859101,21.470866179443785,22.651185302165203,14.598822854277842,15.554495067038873,21.609180450560636,14.138423957302221,9.54412988438085,20.890675963990127,6.137055815463401,20.34116307394372,5.820287956101016,11.39626911270198,20.76570593928371,14.808639707866497,6.200368982491968,14.09852367991469,6.029604834892513,19.919196661504756,10.141338337586639,23.605252394671716,10.415659820795296,19.971627016452825,2.1873602734937254,19.07192215525085,28.638581872450917,16.21962474533205,5.820287956101016,11.411554245308633,4.533886554117485,27.640023973369072,15.55303652048452,15.723676714366738,32.46117818488296,24.791668828311884,35.130947899936785,19.703628029648186,18.711353868661504,13.446173071342152,2.1873602734937254,4.425943519798692,4.927202373492597,12.42668873820329,4.051411112048752,15.841387116210793,2.9944400907352358,2.878401863370702,26.758083041298665,1.8611328098763347,8.943132951092771,8.483212881847358,12.501336618844606,7.845871097928357,14.85676516209533,29.96604552015407,34.99026452624047,15.55303652048452,5.722611797079608,16.86807316253818,9.712374666141312,13.426381622439779,2.9944400907352358,8.424624700321381,1.8611328098763347,13.796782556130768,11.411554245308633,1.858111585156284,9.447883216440548,19.49362573025602,22.8973143251178,14.957017801876951,9.54412988438085,9.742260005866369,11.39626911270198,29.96604552015407,22.5026697462754,14.693856438748549,21.87781820340712,21.130681871518323,9.742260005866369,14.05813804970677,17.213505155883727,26.479034128647605,18.672947341751733,14.121479879460423,17.885494652067575,12.386318811466886,6.7706810092405965,7.944578939390979,1.7170572481035675,6.018078202173542,15.554495067038873,14.138423957302221,1.7170572481035675,16.133731730708394,3.8293069144547545,2.1633688856448696,29.85891728507873,3.673765882327775,25.392546647616403,22.05932527608363,16.155611429839695,12.386318811466886,8.127345390021196,12.26727873378939,2.1633688856448696,23.41516050697506,8.477687641297342,10.482285797194377,8.615957266875732,8.479572654775188,6.200368982491968,12.501336618844606,10.874992192035524,9.712374666141312,7.232795479699155,15.078315117638056,13.426381622439779,14.394680233560026,9.447883216440548,38.630263292464626,10.038449055644415,8.477687641297342,24.022493025605673,14.05813804970677,1.858111585156284,21.609180450560636,14.199134039409085,14.368596773700865,16.227282473644184,29.131801769493595,16.227282473644184,9.45640861656676,12.081026263827065,6.850263562527292,34.001689242960204,25.135976291663972,4.533886554117485,10.678611636135944,17.72745468671936,8.424624700321381,20.930208271211725,18.711353868661504,26.96142539643036,7.768495127934834,8.567730716623885,14.368596773700865,6.137055815463401,12.835976761005153,14.85676516209533,17.511146260801176,8.615957266875732,16.21962474533205,21.470866179443785,14.199134039409085,14.121479879460423,10.038449055644415,23.895140925658925,19.683149374898104,7.944578939390979,6.7706810092405965,25.135976291663972,19.971627016452825,4.051411112048752,8.479572654775188,10.678611636135944,17.438679224773278,20.930208271211725,10.482285797194377,6.850263562527292,12.983494415112522,19.49362573025602,13.796782556130768,23.605252394671716,14.957017801876951,7.232795479699155,25.421748170111226,12.983494415112522,20.35255735591123,7.768495127934834,11.805391792538648,26.53784330407778,18.460639984078224,17.707622003883138,14.394680233560026,14.808639707866497,2.878401863370702,14.09852367991469,3.673765882327775,4.425943519798692]"
10,"[7.749491485915777,26.77513350487434,22.181400125566565,15.987909694720452,15.767496735307418,15.571274214676793,17.037338869931855,10.101595163590728,7.2278640573811135,5.623030947187614,24.22038212782156,23.112772383948105,13.786628454763003,14.73979532856344,17.257063268803023,19.441227716504766,13.229958929686738,7.291864489854347,16.82509731353029,10.304889292600027,14.800986560675957,4.746459790516627,11.050653624950508,14.454786116285645,16.387951961647506,6.939750999004077,12.72193997951558,7.902064065581909,19.47416523970736,10.539875108450717,21.897818684348668,10.076993030621415,17.752602601151914,9.252390814254223,9.681607071333383,27.52874860715583,15.70710752007908,4.746459790516627,10.99118681942054,9.603872509504978,21.28118761052454,17.58635020256225,11.583309446223657,29.68086333088975,21.96079482674421,34.63481531582526,12.674482207616903,13.153390953239866,11.208126070134943,9.252390814254223,10.467469331928422,7.2278640573811135,13.867332808954055,6.500300290413417,22.449546634097228,7.67018450462094,11.143778566577012,28.991285465598743,3.7402662617318994,9.487534835307507,10.049802304774852,8.735897712994404,9.571886652835397,16.502150053823907,35.6129937998546,23.314316468044684,13.567120603971514,9.86383696655142,17.973396218564538,10.21957150260687,13.336597459149667,10.867372249582369,9.915066844192614,3.7402662617318994,9.552585802660085,10.99118681942054,6.829851566240746,9.960229255765814,26.47958692484239,11.04324571645706,10.539875108450717,7.291864489854347,9.693226035043292,11.050653624950508,35.6129937998546,15.849176597542849,16.21247154816348,23.31881814200757,19.321236083027852,9.693226035043292,13.138604337987406,15.767496735307418,14.67535076005904,18.54302126289443,12.646238707123679,11.983980394444467,9.200948853629678,10.090361044012623,8.801735015741912,9.526445871099567,3.9999381475854627,17.257063268803023,13.229958929686738,7.902064065581909,9.131745941377682,3.9999381475854627,8.135930329313233,18.196623825467707,6.441793397898895,21.28217759600906,20.634863010328637,14.171411942062917,10.59091416056158,6.939750999004077,12.973625323477041,8.135930329313233,16.197671468348638,9.857068231444307,10.480355682813697,9.139713375588318,12.781240191998524,9.571886652835397,9.688671491379361,5.234073836643838,10.21957150260687,5.234073836643838,7.749491485915777,13.336597459149667,13.567120603971514,9.960229255765814,26.89296064582591,11.0780005124716,13.428612907323966,19.588661783130664,13.138604337987406,6.829851566240746,19.87709737377522,10.493418665380272,10.410009536479961,14.626593203471517,18.85792264578987,14.626593203471517,10.101595163590728,12.219002738245857,11.982512816158858,33.051622800637155,26.500066550842757,9.603872509504978,7.554334000777114,9.721633557943719,9.134385909448051,22.45915195533689,13.153390953239866,20.634863010328637,8.75058826371199,10.090361044012623,10.410009536479961,10.304889292600027,12.697548098481873,17.926052382481927,10.076993030621415,9.139713375588318,17.90835134429506,14.365195488544424,10.467469331928422,12.646238707123679,11.0780005124716,18.49867447702705,18.41253375726498,8.801735015741912,22.166281346040577,29.950812004542588,16.197671468348638,6.500300290413417,17.343077881939216,7.554334000777114,8.735897712994404,22.45915195533689,10.480355682813697,11.982512816158858,11.983980394444467,26.47958692484239,12.581846706321926,20.35609619198394,13.806419604764562,10.208177878949913,33.07169704110897,13.142404665195144,23.268764542747792,8.75058826371199,9.131745941377682,17.596370276565022,9.200948853629678,14.922715741749338,14.546994926658325,16.387951961647506,11.04324571645706,9.857068231444307,6.441793397898895,9.134385909448051]"
20,"[9.351596347534215,26.73586408735502,21.556923104241072,15.75361098483692,13.697763899366324,8.518627461363623,15.387510598438492,7.027730287932626,10.819214933521419,1.131940229882478,24.128918929293828,16.71123550174769,8.356104683842753,12.04207481274391,11.081055050095623,10.627751966003412,12.765208030105471,12.496626442447685,9.019064333975392,9.637430159586076,11.832207050395542,2.417416252772962,9.979689974119413,10.335343398250055,16.45433322539164,7.085126888893218,8.356104683842753,8.122440004773265,11.954916204756307,10.613066856143462,22.20062537884593,8.698487750191823,7.5281123392322105,16.541190369926543,8.444120741672213,26.66420070412425,10.147679534798508,2.417416252772962,10.23937415950588,2.9849772616141204,16.575840912250733,11.253736754733522,10.314440377688952,24.977663592672727,11.622999902046807,34.44978718495807,11.648213644937604,10.71553092282244,11.037267996424863,9.376330434824853,7.939763208289377,10.819214933521419,13.594467314270519,5.961786878299229,15.290503549594193,6.615995947941877,10.307844167085854,31.51926359736047,6.153802844428405,9.831366300177093,9.489240836093343,8.956542358872099,9.442128568497163,10.534569028856076,35.44466121051199,21.088446805985818,11.163005002353946,8.996817592006991,26.587173256919368,7.406539047303371,16.50343025380691,9.794716362591002,6.344358639556185,6.153802844428405,9.708611010981372,10.23937415950588,9.728949966140375,9.326321404439916,24.331302470077205,8.793441514557943,10.613066856143462,12.496626442447685,10.175798308200177,9.979689974119413,38.6038741327748,8.216966633679762,13.032680890649834,22.30222140492571,15.681457365487965,10.175798308200177,11.3758684874378,13.209271402574725,11.461379910331614,19.379118838472444,8.350079243037529,7.5281123392322105,5.0621668288235036,11.954916204756307,8.66693432705557,9.273924700465223,3.1272615590927746,9.326321404439916,13.294859953159534,8.122440004773265,10.626306494148604,1.131940229882478,11.71238749627371,11.517127527094551,8.640637254617186,11.081055050095623,18.4144535218421,12.04207481274391,9.447206904063206,7.085126888893218,11.821259652459213,12.442882751726444,11.874910062270379,8.972179938939048,10.412814812094574,8.486801607559453,10.307844167085854,8.391229762261483,10.241047479701246,5.032100919781784,7.504679623727056,5.032100919781784,9.351596347534215,16.50343025380691,11.163005002353946,9.880868855646375,14.58536890305819,12.000375872282495,10.177318987700446,15.387510598438492,11.3758684874378,9.728949966140375,16.962418842475117,9.045299877697918,10.032197417178374,12.37976703695031,11.346239096830795,12.37976703695031,8.563407661599747,9.867535036795704,10.274603903063369,32.70357937661296,36.97460721112976,9.60232509603521,7.193488512509864,2.9849772616141204,6.344358639556185,25.41313312003014,10.71553092282244,18.4144535218421,7.027730287932626,10.8113957628091,9.019064333975392,9.637430159586076,12.198872752185682,15.68058811879033,8.698487750191823,5.0621668288235036,13.432042298554885,10.830360062797608,9.526106026192313,10.63762442151424,12.000375872282495,17.6615899720672,16.575840912250733,8.66693432705557,18.214412826806406,28.554706889814526,11.874910062270379,5.961786878299229,20.934228323592983,6.615995947941877,8.956542358872099,25.41313312003014,10.412814812094574,10.147679534798508,5.746312100041923,33.25852083961185,9.708611010981372,8.350079243037529,8.288386332873067,9.428568873153967,32.285704882098365,5.746312100041923,18.16232506033406,9.609925324325843,9.306223078033844,14.591856392352279,10.041769649631869,13.220188922866644,11.253736754733522,14.807348702124207,8.793441514557943,8.972179938939048,8.640637254617186,7.939763208289377]"
30,"[9.25303680153443,25.79488704345828,22.178905550330654,13.825660802495786,11.158253247399168,7.644444560412396,10.14159785159329,4.849117598063921,11.192552639530268,2.093741549236796,24.31764092559628,12.061302412843439,9.611186356092702,10.637706084493542,11.197757007276046,9.619304175965969,9.753576580578606,10.1406866591116,9.768554152859817,8.206654206994681,7.795027015871202,6.5810512208233956,10.632186374817719,9.66911406009544,15.929860090940782,1.8592454616806247,9.611186356092702,4.110823452199802,10.544184195805938,8.402537309079735,16.84558161760603,5.492674555898642,10.659470505702856,16.84558161760603,8.524581508711629,26.03798491724208,9.810723150674857,6.5810512208233956,10.282408248299248,1.8237554696583576,12.772327373983586,9.728390733413,6.735324086726316,23.978210711518393,7.925022677491343,31.776185937710743,8.510454432036378,10.461599674604322,8.891329534126543,9.242032296146128,5.119620255532027,8.315086086511277,13.779015708473095,8.426447800055769,8.854995428733966,1.8912055277005406,3.9571754790324714,19.82287234026802,8.854995428733966,9.06724692244615,9.485849305486392,8.164149208843611,7.925022677491343,15.089456021116005,34.63961627176076,12.874606872138276,7.644444560412396,5.492674555898642,30.960571320080227,3.9736975875644824,18.36396153462225,10.502978512601997,5.529040841826593,8.596897860041116,5.6453103447898005,9.878838486769707,9.491215626822475,10.01977324841583,11.378081942536562,3.9571754790324714,4.612592628980844,10.1406866591116,9.801618853915105,10.082191288884616,38.07305706129615,7.34751076659873,10.206088210086824,18.861291600844122,4.992263091785929,10.476961450444147,9.947463973391386,7.727597333466172,9.927038100166353,19.73493685967439,7.686924088808627,9.754068852177367,3.6715282817810477,8.80451740784765,9.541944354045373,8.594271232910254,2.093741549236796,7.785246435141403,13.303139001666008,8.240493455608153,10.210551351411658,2.1900850654177244,10.46071414232417,9.12227449151926,9.12227449151926,7.785246435141403,18.264569006391906,9.801618853915105,8.677804842550806,10.33367477864776,10.335014823219757,6.809318283076959,10.465037775071623,9.72437539276881,9.753576580578606,8.38008057133836,9.185676393880039,1.8592454616806247,7.017696371507859,4.110823452199802,7.727597333466172,4.589477788598292,9.25303680153443,14.63731765249232,10.734188944363778,10.01977324841583,8.596897860041116,12.047990156039496,9.72437539276881,10.14159785159329,7.567713184646976,9.669624318196874,13.524466391326339,8.853853991295136,9.280643817104474,10.169544126812928,9.810706447935301,10.169544126812928,7.34256961310953,8.732632008886792,10.033137720057212,25.836264777622375,36.33009724402159,7.648671587613848,1.8912055277005406,1.8237554696583576,5.529040841826593,27.190634333556744,10.461599674604322,18.264569006391906,5.37155617332694,9.967335159955269,7.567713184646976,8.206654206994681,12.307034500540604,13.967285989557755,9.878149588853042,3.6715282817810477,10.918113212040382,10.132484942484224,8.853853991295136,9.353758139614495,10.63635078140457,17.68105454646904,12.772327373983586,9.541944354045373,16.644480008230218,17.38578193393148,10.465037775071623,5.6453103447898005,13.112690763598685,4.2810336032650955,8.164149208843611,20.128414460839586,10.15941552441001,9.810723150674857,3.4226815467000145,33.36308469624704,8.962752063964194,7.686924088808627,4.612592628980844,10.466885091113815,25.9920646796002,3.4226815467000145,10.930150453089624,6.735324086726316,10.210551351411658,14.494653445212325,9.277559216547099,7.34256961310953,9.728390733413,10.705126950424573,10.392610995797337,4.992263091785929,9.504209650198927,5.119620255532027]"
40,"[9.430429748004817,23.459028725319268,22.050080769942706,7.654260820370394,9.167586429093951,6.324204051169756,9.896564122393269,1.426763369571307,9.788165134700053,0.3628759290111559,19.818350374234395,11.768082475228049,10.917703016038626,10.969839664562159,9.252351616231012,9.730020542701794,9.723340364403768,6.559407064244463,9.370066994300828,5.176830811425337,7.452929573300713,7.452929573300713,10.06151086892827,9.322957089630831,13.886689966752991,1.7349953995637848,10.546773738983264,0.9311269045858012,10.82717809324555,6.458531799478949,12.174661850264108,3.80747806257591,10.014856553077513,7.531732883377692,6.290686030734597,25.03302198151823,9.86208388071389,6.990248459279759,9.779177837819136,2.0380650046354023,9.828244298100682,8.661173131005526,9.212706427654723,23.557145042426917,10.122590205695523,26.558369101195858,10.321660194420446,9.025284810447166,7.265067736878763,10.50517461032033,3.438879088612089,7.312896390702299,13.673922502286718,8.862846860233317,10.054798162644314,1.7046917023551584,2.011879007331988,13.231739939446282,8.723691465994401,9.357460836665114,9.384643248473179,7.566866062955558,10.122590205695523,10.526000120612617,34.290045465777055,9.999657347240579,7.535694547075994,3.80747806257591,31.013715508532826,3.6906791654746263,9.777125914331299,9.194097806021672,4.7386447632072315,9.730678086201397,4.121119402540802,8.64425720271102,8.900700249533342,8.616599736959555,12.504610676416329,2.011879007331988,2.342013525510208,9.023333902364293,10.195110354736544,10.381466828604617,35.92953703030642,5.741668850086051,10.26008334860635,15.153013321421962,1.5859630467241004,10.759641665684207,8.847545474143399,7.557806361845445,9.379798894263224,17.39200815777034,7.782495865024568,8.823793882563514,3.6906791654746263,7.454796388020924,9.693753575893272,8.69319692332491,0.3628759290111559,7.697920247728867,10.849375883057947,8.69319692332491,9.777125914331299,2.1442854811760808,9.397708852046081,9.578701015525084,9.098841393771155,7.697920247728867,16.067589105363567,10.195110354736544,7.89037336287152,8.174923592727398,9.779177837819136,3.6586614222920555,10.881947044446017,7.8355286397597,9.723340364403768,5.854946993927405,9.296862071133257,1.7349953995637848,1.398326505763992,0.9311269045858012,5.655544223293568,4.575216410816972,9.430429748004817,8.60464211539714,6.70691029519298,9.238545163275852,10.745099988891784,11.341621109948765,9.13472216111305,9.714079385520877,4.259266450985416,9.855464075052542,9.015275016461654,7.679927015961656,9.678260524355997,10.020772823057973,10.556478374598875,10.020772823057973,7.529352309724442,8.795632366380577,10.067060254222847,15.534236306841754,33.72857013982346,7.8507723602523845,1.7046917023551584,2.0380650046354023,4.7386447632072315,21.02789082548644,6.597603506317882,18.03391431127466,1.426763369571307,10.326002862647453,4.259266450985416,5.176830811425337,11.404542187575974,13.27377104376495,10.48541866884376,4.298900984550293,10.067060254222847,8.971229882592228,7.679927015961656,9.250921521359237,10.197049172180279,17.120501533316386,9.828244298100682,8.723691465994401,15.736484076273342,13.535579903672508,10.881947044446017,4.121119402540802,10.191234132594477,4.250165157157634,6.559407064244463,7.531732883377692,9.902534197617536,9.86208388071389,1.398326505763992,33.210836781633404,7.8851140680302185,7.782495865024568,2.342013525510208,8.81229515120761,19.85297792872095,2.8346512991005017,9.714079385520877,3.6586614222920555,8.428104899791723,14.510181180381931,5.854946993927405,7.529352309724442,6.70691029519298,9.597495032538887,8.971229882592228,1.5859630467241004,9.098841393771155,3.438879088612089]"
50,"[6.23172268958383,16.86937114989804,22.004282501300903,6.425673171604761,9.940948038328582,6.151636444832541,9.070260550067735,0.8126953892004151,8.993285427315332,0.7160772089985313,17.33042153703278,9.186114426015719,11.144451576383455,10.992848620288957,4.069322333392645,9.607230162650731,9.618838907212616,4.692301543700459,9.93109647095264,5.174787221475047,4.382424571675573,4.382424571675573,9.511909725134565,9.144999867456763,9.60711146579545,0.734029945619932,9.853085608478873,0.585138317240815,9.317966154752863,6.425673171604761,8.758159530411165,3.8070114020452626,10.400954120289393,7.698296688467399,4.454159351713354,24.07101047712069,9.743073920464232,4.803646795016371,9.904294702563368,1.9043937918380178,10.002177632521002,8.097675117005611,7.040116341175212,23.102717303667415,10.110640616718289,22.6957528922011,8.743649258245409,8.658067193464868,1.5591586225167489,9.008808095183788,3.4054803178471116,7.680763358725524,12.502966878371852,8.737080792503134,8.677259895654826,2.920060465499478,0.3692396820648231,8.746338379629906,7.345706434092972,8.610816386694303,9.147501407362242,4.692301543700459,8.815061475592003,8.605187550034783,33.49947926556532,10.022712645219011,6.316083321499855,3.8070114020452626,27.92468221599554,4.0682987542676665,5.684366603873555,6.230251082074657,2.4075917101501907,8.155884082251807,3.937767669946627,9.380250104298213,9.008808095183788,10.249164452599933,10.347286400625782,0.3692396820648231,3.016522643442313,4.069322333392645,9.942828380794479,10.658883476807,34.940546432523305,6.456850427929526,9.993260580141854,10.8347257963119,5.371182104963151,11.203577403644246,7.431323705222489,8.079763359781838,9.317705865220912,13.229880261658051,2.0853660146475046,9.845568312892626,4.0682987542676665,6.360126793188877,8.776686012815782,6.366442459550014,0.7160772089985313,5.8219678342287144,9.291789636709783,8.605187550034783,5.684366603873555,2.9018113187540657,8.753122194025302,9.426619156656912,9.426619156656912,5.8219678342287144,14.9375798227271,9.942828380794479,6.433066562252143,8.815061475592003,9.904294702563368,3.7656633999225027,10.035809716402847,4.335007103314034,9.291789636709783,3.0739940084514608,8.952336919164031,0.734029945619932,1.811499281019215,0.585138317240815,3.019716516175027,1.4181484775118884,8.919246495886155,8.570678122355126,5.170848182918848,9.904289390690021,8.155884082251807,12.296729807759721,9.21503803329201,10.293754064337937,4.24936473497504,9.768921376401758,9.509919621536582,8.231609616803851,7.913021452378049,7.9719491760364525,10.528076855635204,9.789542716275903,7.732845799745223,9.194718483825268,9.932010755771442,9.509919621536582,25.421298603761148,4.599313673033986,1.5591586225167489,1.9043937918380178,3.8384450528193694,13.778901719544649,5.084078346194149,17.50982021125401,0.8126953892004151,8.231609616803851,4.24936473497504,5.174787221475047,9.994720354799513,10.571207548313232,9.070173557290067,3.019716516175027,9.932010755771442,9.57259304351232,8.494975820763715,8.007595829677397,10.831336912641644,17.004112223087343,10.002177632521002,7.345706434092972,13.14416578898766,8.360418472776892,10.035809716402847,3.937767669946627,9.480918417659497,2.920060465499478,5.2736688686246325,11.931649132082367,8.610816386694303,9.743073920464232,1.811499281019215,30.850130929337244,7.071386540051547,2.0853660146475046,3.016522643442313,6.366442459550014,13.663773710889112,1.9780973219039166,11.92855468794323,3.7656633999225027,8.605826131809446,13.347408012847842,3.0739940084514608,7.732845799745223,5.170848182918848,7.808744217093085,9.57259304351232,4.335007103314034,9.636778259423929,2.4075917101501907]"
60,"[5.05558403893468,13.19710744547908,19.394392327749994,7.139666291960443,9.61178090362196,7.059848275718029,7.9820168632075,0.5348778513169961,8.647344697247942,0.6064928749244459,13.078793441338535,8.557752770759834,10.604194838658332,9.873641790545916,2.5745076007463052,10.276327536118153,6.7591887192837765,2.5745076007463052,9.902910057821439,3.871303353713598,3.963395199426805,3.963395199426805,9.42795323597013,8.665756284831682,10.329289056439228,1.1175481403142065,8.883268823459694,0.8698448994066951,9.07688036044883,7.139666291960443,9.85156801391178,2.841965211523151,10.461901505927832,9.067473344235475,2.621895797408588,20.771046039156943,10.024408844243665,1.7137071572034772,9.89742850383636,1.228785456651995,9.916262087079593,8.719827427379373,6.422904309718409,23.873135459867353,9.69373386555189,19.717543100544912,7.753815524388696,8.254788054034377,0.8443202576710472,5.641235997448849,3.5433119643630753,7.276014154467726,11.222661251020707,8.393017990014293,8.663704298353467,2.9481999814786493,0.460953503590286,9.336259403464373,7.945458661216666,6.2056749399269115,8.182263308885336,3.32640533076177,9.768810010836843,8.988138273806976,32.66153345127169,9.546813911158427,2.409149212786718,6.485950093960183,22.004016628542914,3.753583746612492,4.848030160404027,8.532836328821773,2.3242541584768324,7.112984366004927,3.6016434110738738,10.021939790992487,5.641235997448849,5.667246306201529,8.699225262888096,0.460953503590286,3.3474212809085446,5.667246306201529,8.121373477899517,9.925977190282593,34.66709347410345,8.532836328821773,10.356049435998806,10.104461040979256,6.968386493555067,7.638877023414931,8.62550353301743,7.8645259821806,10.022432673169547,9.792239087868394,1.6471712626526112,10.044930942751682,0.834951861922552,6.151606526910602,9.007138914898848,2.1394695501684318,1.0220003907095336,5.180162149803339,8.827753536703952,8.138145806429172,4.81281081532131,0.6064928749244459,8.699225262888096,9.240414883340549,8.238671819087985,5.180162149803339,14.580493943329136,9.873641790545916,5.717623681507033,8.480648902037547,9.89742850383636,3.7283321971539554,9.830130969749098,2.7104484572299716,8.827753536703952,0.08329285172948377,9.14601064409034,1.1175481403142065,1.6003533263232503,0.8698448994066951,7.013876740735712,1.50235055908964,8.121373477899517,4.81281081532131,2.409149212786718,9.023144435268597,7.112984366004927,10.65098214144111,9.621076485098499,8.428657632262123,4.412141485840794,8.437244387052619,9.23016299620129,7.834116457153697,9.272430883158625,7.61030011150433,9.992803020020313,8.187539203517929,7.914169329473094,7.381113126231316,9.961304601530687,9.75720417420695,17.86730766682459,5.880690086597563,0.8443202576710472,1.228785456651995,4.827032982913991,9.247651305946277,6.248232810950212,16.942480647037325,0.5348778513169961,7.834116457153697,4.412141485840794,3.871303353713598,9.626441501726358,8.924335381430012,8.456828940947888,0.834951861922552,9.961304601530687,9.801477414686053,7.922147827919903,4.456144251054068,9.546588163653304,16.96808813615642,9.97474601995983,7.945458661216666,7.880260950961563,7.597026195133727,9.830130969749098,3.6016434110738738,9.14601064409034,2.9481999814786493,5.05558403893468,11.091534967597735,6.2056749399269115,10.024408844243665,1.6003533263232503,26.786922744878634,5.068062268844303,1.6471712626526112,3.3474212809085446,2.1394695501684318,9.533451678179318,2.8369386633397626,4.848030160404027,3.7283321971539554,7.59853024810229,10.075749177960363,0.08329285172948377,7.914169329473094,7.591945621071905,6.248232810950212,9.801477414686053,2.7104484572299716,9.563825959153505,2.3242541584768324]"
70,"[3.4076611484800226,12.946963629597944,13.68555863366157,8.514467936974517,9.459017353844779,7.455106448274348,2.927904519358548,0.7243363472028789,8.65718022496014,1.3605170008936511,9.846350224447471,8.738884578695888,10.661205682597664,9.25439447077579,0.616777020652268,9.790153138602479,3.961074946959023,0.7980376261232321,9.858694620350017,1.0052468757659865,5.196019051780071,4.5720242925577965,9.440990309861515,8.29144150160755,10.292171375621969,1.0320095725644376,7.5343583037404285,1.0554901450664071,6.102769199681304,4.804769469964098,8.028086419621356,1.6736623055009856,9.814395041187097,6.75251200146034,2.4561147486422494,16.84717929238814,10.11116040167099,2.7824667590830336,9.923295517238978,0.6751402063824344,10.048834759457758,7.104688744252734,6.248442115066685,18.588004647837945,9.828266873933416,17.777626118259032,5.013353629197102,8.335524127082593,0.3827753373821151,2.624470524805231,2.828885160715556,6.451230112274008,10.537930038430796,8.36524095416635,9.25551899423521,2.755650636494308,0.4720251012078258,9.223311734054802,5.419759861993732,5.140806287515888,5.419759861993732,1.6043297253128026,7.83601638808628,8.26326867375748,30.202720642176537,9.357039607769956,1.345508911163186,5.013353629197102,14.087225516117698,4.362612802213992,3.8449741772639916,5.580262807781004,3.3340032553273575,10.051362062070373,4.034288560904295,10.108420573035993,2.624470524805231,4.957826302442317,7.8868482062509475,0.4720251012078258,2.6522020737608756,1.6043297253128026,6.952948599274841,6.535918915460677,30.752980198051834,8.25201982306221,10.193213863087285,8.45371471488611,8.71030710052495,2.8914365283237995,7.825237896173575,6.905549511637505,10.231000333346342,8.806285656995469,1.834200292207985,8.540052261221401,2.006117401667238,6.0062706232816945,9.049718397951606,1.4037816974948414,2.090159589855955,0.7997508376059931,3.961074946959023,8.26326867375748,3.8449741772639916,1.3605170008936511,7.8868482062509475,10.25211220052153,7.540123378821908,0.7997508376059931,13.754424845760193,9.372104761211162,5.117887466288345,6.781063670435557,9.923295517238978,3.5793344232682416,9.906988514123503,0.703878790113692,9.553983951789816,0.2546401812618989,9.276110802963982,1.0320095725644376,0.9626151833815203,1.0554901450664071,6.088101658019536,1.257318241890246,6.952948599274841,5.434387802937692,1.345508911163186,8.406919663662082,10.376305326196052,9.475295993762767,9.31273705353709,2.927904519358548,5.8635736972010015,7.860293694520468,7.805592418409465,7.4687726522236035,10.544671113866293,7.459510498332714,9.916621956024496,8.43905806292456,8.26831334425378,5.170312121954667,9.988468250491888,9.964385507730748,7.547956563309811,4.10222622658136,0.3827753373821151,0.6751402063824344,4.135981391907085,10.483868435655058,6.5278711708350095,16.36666873979123,0.7243363472028789,7.4687726522236035,5.8635736972010015,1.0052468757659865,9.621323675058,9.740067371458366,7.988462404249883,2.006117401667238,9.988468250491888,9.793329269920969,3.3340032553273575,3.602676116357218,10.066372804162743,16.944004058879855,10.224900370374304,7.4357630963152035,6.102769199681304,2.8914365283237995,9.906988514123503,4.034288560904295,9.276110802963982,2.755650636494308,0.616777020652268,11.307960068787134,5.140806287515888,10.11116040167099,0.9626151833815203,17.464726555617936,4.721209059952097,1.834200292207985,2.6522020737608756,1.4037816974948414,10.150213099519604,3.344762780640567,5.872385651031307,3.5793344232682416,4.561179210573925,8.666791442493851,0.2546401812618989,7.695922805626654,4.721209059952097,6.535918915460677,9.793329269920969,0.703878790113692,7.40657312376648,2.828885160715556]"
