time,nearestNeighborParameter
0,"[16.508743111287107,11.352579578187044,11.792401291566053,15.00981828267347,8.094551998759654,6.0360483449410225,16.82953481309048,14.129451423945941,9.149792078578663,9.484481703543231,15.368143087432554,14.753427284169693,6.894865124481043,22.129822409778022,6.894865124481043,23.490730754849654,21.397827235008055,10.694426365364468,9.441902781477223,13.835518256258139,9.612856329427016,24.879007551371277,20.25063847663439,7.836310908669467,14.43984739268379,11.792401291566053,6.922705559345218,13.207213133194895,15.368143087432554,11.352579578187044,8.407040303615869,16.62185209394709,16.156473368466585,5.12317558136922,6.028878125703846,11.287474745101115,10.599867142887438,11.56898208456265,25.14069331778115,22.23501026043054,43.62513288451077,4.2005689412565195,16.711141008834435,8.486529378287418,10.44550229178324,26.254037971874055,14.283354740746509,18.31710079593794,18.83163873325817,17.685817847861692,10.571557455464758,15.810418471871197,13.220197449519953,12.255645441089953,7.836310908669467,19.233532011941183,17.685817847861692,12.906465721335845,32.48356126579588,17.044684825783747,13.850186655691294,14.83715779123436,20.115429419826796,33.397878084456515,6.028878125703846,21.60150020820504,2.220711739112778,4.620666029356137,9.89372407966384,7.848930632664072,3.464401272607733,20.666640339771053,13.290693834305962,6.0360483449410225,12.171630197601884,10.571557455464758,15.439703623407562,18.02281591889943,14.528726025294063,8.946742602779674,12.284491186673035,20.666640339771053,5.12317558136922,18.474868938573913,14.283354740746509,11.941267253089674,10.712627294978608,23.404938106611876,12.255645441089953,4.620666029356137,16.82953481309048,14.528726025294063,21.703148646340367,15.624086284678244,25.229794673237805,8.570628696170418,2.840769548515094,14.950862452935228,25.229794673237805,21.038519841484938,13.954177525581079,14.76644425772814,12.837298193612547,21.898422114894746,15.132989224763225,19.941968841169505,9.630280246161053,2.840769548515094,28.308502349010343,17.098527708719732,21.397827235008055,14.92550802479035,17.098527708719732,16.711141008834435,14.76644425772814,16.03469478855898,28.308502349010343,8.570628696170418,9.484481703543231,16.156473368466585,23.305540388768247,18.474868938573913,9.214792668691652,17.112404786388936,13.08333771915696,12.48753586281803,9.149792078578663,22.904293661966253,4.2005689412565195,5.698970389344667,12.027598890589552,10.44550229178324,6.789383328321337,21.232891027535914,18.31710079593794,22.731109397766755,30.3362334123281,36.949865715218834,28.510465703196417,2.220711739112778,14.83715779123436,11.56898208456265,22.958884654495463,5.347631497392035,5.347631497392035,10.836288012844246,19.941968841169505,14.43984739268379,9.441902781477223,15.45748862034079,20.611102204291953,13.403840260876663,24.817224038785465,7.848930632664072,20.611102204291953,12.48753586281803,23.490730754849654,18.845933191241624,8.486529378287418,19.68460073953955,13.220197449519953,14.129451423945941,13.08333771915696,13.207213133194895,7.5060408201397575,11.287474745101115,9.612856329427016,21.343050632304045,23.43021733241146,18.602068931604272,17.044684825783747,14.063558576520915,7.5060408201397575,16.935289438247885,9.742091236390664,13.403840260876663,12.906465721335845,10.836288012844246,15.00981828267347,15.132989224763225,15.192848369185818,17.136768629323008,11.941267253089674,6.789383328321337,3.464401272607733,17.112404786388936,13.600016714907202,9.214792668691652,8.094551998759654,17.63942170164625,18.395450246575027,12.027598890589552,26.12471796999545,5.698970389344667,13.835518256258139,28.49797837458159,12.837298193612547,20.72080858313546,26.239366100400513,33.47628543825658]"
10,"[9.893017306779003,11.74947199081397,9.44034305102802,8.223456775562818,18.13256155436846,5.9613841767639935,12.568431882321295,10.60418661074827,11.961655649501532,11.312381608842463,16.372861643730932,20.699609006331382,19.847581555766094,13.978230737424736,19.847581555766094,16.800126166112126,18.969577963489154,9.891158222005703,11.389905640013177,15.096975468514072,11.23984616449127,26.847853216089884,20.304189181212383,11.250975676662621,10.132142636396642,9.44034305102802,9.766637277957656,13.456659045181352,16.372861643730932,11.74947199081397,9.891158222005703,19.331537681479578,13.11888834016841,10.30261727169975,11.934666454162086,13.12059668790927,8.203695129037365,9.59692662888371,27.47707800253117,21.37478666644193,46.296552652667835,9.766637277957656,14.477454329574252,10.036303565925827,9.893017306779003,13.629926929672898,9.490936989268029,14.680334926137448,19.406367791226,20.833899470587724,11.901996266981682,24.99614263778056,12.985602739992334,11.900911569335294,11.250975676662621,15.29422928218361,20.833899470587724,9.9256050547939,42.474461550869755,19.590060321460825,17.09616081879443,8.363123751521865,20.2259790749655,29.277569042444508,11.934666454162086,15.861874495929415,7.281011980821744,4.956642663779753,12.435441632192973,10.370757645987316,7.689344638568682,25.306844478320677,12.985602739992334,5.9613841767639935,12.554714953572452,11.901996266981682,9.897433037834384,18.81727527004734,11.286242726067579,8.203695129037365,11.763086673327441,25.306844478320677,10.30261727169975,20.64808081128501,9.490936989268029,12.234034115928578,9.929659176495985,18.901992265191414,11.900911569335294,4.956642663779753,20.500435415842162,11.286242726067579,21.99662425540239,17.744612181937878,24.751163365536012,9.48425612387032,8.931295419729821,11.304338926336447,24.751163365536012,22.385760427097896,13.480141449499442,14.794637457137465,10.19244286159487,21.6498301779268,15.953686040274318,16.293524966488143,9.929659176495985,8.931295419729821,33.89618788190436,13.996114177195665,18.969577963489154,15.83247704362272,13.996114177195665,14.477454329574252,14.794637457137465,15.584123759641132,32.0220708419042,9.48425612387032,11.312381608842463,13.11888834016841,22.1627668658481,20.64808081128501,11.625803752538452,17.604373864288373,11.162906725497944,13.629926929672898,11.961655649501532,21.46524870339646,10.087653594030556,8.374433718834824,10.411527831255436,10.054927746261956,10.447208965253354,16.036573684002633,14.680334926137448,22.795367232403933,24.544617995526696,36.930158038140846,25.89798584236158,7.281011980821744,13.59559898778507,9.59692662888371,21.314602612112527,8.586014324312314,8.586014324312314,12.410721776573993,16.293524966488143,10.132142636396642,11.389905640013177,10.512567464492829,19.122274135469084,12.062748329462904,29.565191844054596,10.370757645987316,21.189961217610083,24.73948483267354,16.800126166112126,14.942257079514166,10.036303565925827,18.23198275420523,13.440100755390493,11.334960576471705,11.162906725497944,13.456659045181352,9.248620646917663,13.12059668790927,11.23984616449127,19.22850037812786,25.019015860560987,16.85646200747243,19.590060321460825,13.558872112325904,9.248620646917663,8.223456775562818,11.572525701791925,12.062748329462904,9.9256050547939,12.410721776573993,13.978230737424736,15.953686040274318,13.942147513968203,14.530683531552558,12.234034115928578,10.447208965253354,7.689344638568682,17.604373864288373,12.330438494828504,11.625803752538452,10.512567464492829,16.99299286195296,19.661277322612758,11.636062426152579,25.777099941386332,8.374433718834824,11.763086673327441,29.277569042444508,10.19244286159487,18.571606438630695,26.371866277248202,31.63439008413347]"
20,"[10.361763851048261,12.203685937247638,11.007125502512135,3.4959163673113727,20.54661325826295,9.753159316899358,10.983654088624169,10.311386188119355,11.32079953613629,10.823620281140595,15.966390177710133,18.91195347909083,22.10626428964053,11.043890324890128,22.201770570613924,16.74152149260822,17.106338770987236,11.137992997240968,11.48909299158264,14.804083198964284,9.423749393785714,27.317321245821308,22.045803755953443,10.366000983668933,10.199339740743858,10.823620281140595,9.91559105306367,13.486624460210777,15.966390177710133,12.203685937247638,9.573556223489245,20.116260307071002,11.257879469147264,10.365493924563806,10.909779473715496,12.929425606599153,10.172513692825433,12.30803175259907,20.471306812965086,20.497271279192532,49.03725676475243,9.91559105306367,14.426371278666233,10.432574045306819,9.565455051715894,10.71572904221311,10.202836518557165,7.687066730232859,19.452512282296215,19.61123083647212,11.542386207673351,25.16597040836072,12.781226150041217,12.21426966731961,10.366000983668933,12.75322086933592,19.61123083647212,11.509734656709583,39.92216492246219,22.616263661046325,14.793878845796701,8.129137769095038,16.730924551666927,29.99957151392503,10.909779473715496,17.932407668133276,11.301518415324097,5.885706255428779,11.812734007411406,9.573556223489245,7.549251355196379,26.554537202705347,12.781226150041217,9.753159316899358,12.0718152719815,11.542386207673351,10.977311467447846,17.45556942510383,11.680883392819913,10.056868625345576,10.291833259123914,22.403181361369498,10.365493924563806,19.92788498697498,10.202836518557165,12.10683368219932,9.930809830105716,18.41305031696218,12.21426966731961,5.885706255428779,18.125094137467535,11.680883392819913,22.484578630671397,19.38853342272748,22.393610182540073,8.457859549454078,10.336283249966755,9.61253517683966,24.073160262659506,23.172292058198405,13.47751147835924,21.04852459980714,10.530791379068242,21.536493603409678,15.162321072953521,11.716734358365038,9.930809830105716,10.336283249966755,35.36917842542056,13.943177091956775,17.106338770987236,15.158541076625617,13.943177091956775,11.043890324890128,21.04852459980714,14.889054695630472,30.645758315257297,8.457859549454078,10.82414348148775,11.257879469147264,20.447501112461747,19.92788498697498,11.403771332155664,17.61922679513447,11.072282771172798,10.71572904221311,11.32079953613629,21.87942269909153,9.958788866120562,10.158139716069439,6.823089496731025,9.565455051715894,10.45098504691422,13.514730233960194,7.687066730232859,23.223812559065067,20.407308280323242,36.63243807538415,25.246862025567758,11.301518415324097,3.4959163673113727,12.30803175259907,16.267827291209827,9.973890140017568,9.861464447692116,12.756929792877365,17.20451003488426,10.199339740743858,13.199069136392765,12.092959595584851,15.967790668313132,11.795692504052965,32.237634955807074,10.038251543466393,20.737238341458728,26.325546132235203,16.74152149260822,13.985574690090472,10.432574045306819,17.858017393122754,13.61861251292772,6.823089496731025,11.072282771172798,13.486624460210777,18.85248856514511,12.929425606599153,9.423749393785714,15.650863395892078,22.75409183685217,15.214815958687998,22.616263661046325,12.0718152719815,18.85248856514511,9.258501249690239,11.48909299158264,11.795692504052965,11.509734656709583,12.756929792877365,10.589038261719493,15.162321072953521,10.413497722072744,12.75322086933592,12.10683368219932,10.45098504691422,7.549251355196379,17.61922679513447,12.08303324038334,11.403771332155664,12.092959595584851,14.432247045700917,21.852851391082087,11.091394493676013,22.77984937226379,7.232741141019133,10.291833259123914,28.982629971362773,10.530791379068242,15.158541076625617,26.501505605587326,31.6854875673992]"
30,"[10.052849688156385,10.811122759570159,10.64753940719798,9.560629491254028,16.792457781723886,10.188519508867127,9.778045146750502,9.923042459830157,10.926867687255978,10.521623211681646,15.33917423805025,17.546556602088476,21.600466607216276,10.074753553933208,22.542425153751488,16.758560387680067,16.184085658523887,7.223081725939383,11.63202741366259,14.26867459407258,7.538823117197038,26.297277774880584,22.702189014265798,10.386565290460288,10.30144392410523,10.521623211681646,10.02393976216998,13.217363230388596,15.33917423805025,10.811122759570159,8.675216277813185,21.44140450887924,10.911925994346571,10.762466266470598,10.021380137776017,12.82566305706165,9.733112512229344,10.425484327556783,16.03478549324115,19.5611697572453,54.41824843855976,9.450536966260525,11.262162046951037,10.655495139578177,10.052849688156385,12.242707692893296,10.427426937218641,7.848865851745829,18.625813203764203,18.561515224742696,10.77513384512204,23.838686188771902,12.419784641336326,13.10497404727541,10.386565290460288,12.44021915344965,18.561515224742696,21.194810413499344,36.65092729475572,24.0180828231215,8.743022114377597,2.089230142611487,15.535510685450875,30.122858919364813,10.021380137776017,18.68917594360175,10.771408533138523,11.262683132827075,10.83150000627835,10.13469420260162,9.869266231049028,25.763894698938547,12.419784641336326,10.188519508867127,10.918858645434861,10.77513384512204,7.960122839843336,16.75728146233585,10.78728674043904,9.653208927982629,10.001222707882649,19.373283535911387,10.762466266470598,19.508396073887226,10.427426937218641,12.102470754683937,10.252077790919556,18.88205959335854,13.10497404727541,11.262683132827075,16.487556580535287,12.212119384001141,22.275499349933927,21.282771164082273,19.462127696578435,3.402105572327504,10.778846895850808,7.887535154616137,24.008677484400028,23.82978463592166,13.42276848967455,24.089159769988324,10.715949720875226,19.89228828985712,14.95315966824416,10.78728674043904,10.252077790919556,10.778846895850808,34.89372525877429,13.92833232944237,16.184085658523887,11.943681903550768,13.92833232944237,12.000826835423501,24.089159769988324,12.960885619519553,28.05996850028361,3.402105572327504,10.684735501252437,10.911925994346571,18.399249568825216,19.508396073887226,11.095024780157045,17.6255682755653,10.567884127335772,12.242707692893296,10.926867687255978,21.969726477692898,9.450536966260525,1.7114681367333853,7.223081725939383,10.6035765941706,7.960122839843336,10.36874629029127,7.538823117197038,23.82978463592166,18.552185360875256,36.423059535825686,24.574697912333175,10.771408533138523,10.496382761159465,8.743022114377597,12.179006801366313,9.60532858867453,9.60532858867453,12.848723868235064,16.26043725655317,10.126266631859815,11.63202741366259,11.545121290749762,15.08705895694437,11.63395998921323,34.28297856026565,10.13469420260162,18.645155797480914,25.448996976068557,16.758560387680067,12.895538529620035,10.655495139578177,12.240499485086458,13.743917379746572,2.089230142611487,10.567884127335772,13.217363230388596,19.97008292539017,12.82566305706165,7.848865851745829,8.363322125613426,21.542681859759465,13.854897638574792,24.0180828231215,10.918858645434861,19.97008292539017,2.159414095940191,11.731809412100747,11.63395998921323,21.194810413499344,12.848723868235064,10.074753553933208,14.95315966824416,9.112197235443837,12.44021915344965,12.102470754683937,8.540144795176486,12.179006801366313,17.6255682755653,11.962925566696581,11.095024780157045,11.545121290749762,13.815380677207674,21.986054265699025,2.159414095940191,10.314939064975542,1.7114681367333853,10.001222707882649,27.222127642037773,10.715949720875226,11.943681903550768,25.97755348621092,29.9461029142136]"
40,"[10.401670106359886,12.254328836027188,10.614281217972824,7.30900355352603,10.671069746029952,9.739361842611135,10.407830468623079,9.577034047859371,10.222952756680513,10.624551098062966,14.839304470013332,16.388134269555373,21.412010145049315,8.563535827086849,21.447713430340546,16.661654698844618,16.250442372965953,5.21599855809925,9.841381627995327,13.706512462330865,4.258296775656937,24.186257632948603,22.636559679205682,10.843737660776853,10.151350717449208,10.614281217972824,8.44069940786583,13.601761531630606,14.839304470013332,11.2341153497558,6.162616722937095,22.425895446454845,10.9466920829646,11.028408338618597,9.994590942505123,12.62646353223342,10.630276780555564,9.752893984778524,14.238028816763725,18.774071576153563,58.84660999631322,8.25831002805195,11.568353818315297,10.717162651040006,9.404737785622647,13.078317245851563,10.391044235370165,4.473195549062044,17.131706025172605,17.87286644933015,10.253242342534449,20.351766115065928,11.683648015169265,14.974532347541373,11.13448567872476,11.871086627435915,17.87286644933015,34.83423987266777,33.56557016975777,23.85766275297903,9.752893984778524,3.4681538309618385,10.671069746029952,29.615849570447388,9.994590942505123,18.804853884318966,11.023033042678076,10.942197238936654,10.843737660776853,10.055236559402063,9.949500157106325,25.330663766965326,11.683648015169265,9.739361842611135,10.591285552082367,10.253242342534449,5.749595919950224,14.384521007524812,10.809997818421582,9.89128676018044,11.08506753228246,17.75746018370634,10.593605068041311,18.830114121000165,10.391044235370165,12.09516965416146,10.343263778301422,18.89811273470785,14.974532347541373,10.942197238936654,11.840707299811205,12.445998596322589,21.44804179045231,21.44804179045231,17.03277084356407,3.4211052998527993,10.19506705027074,5.020130879286702,23.988761310127263,23.839712001625685,13.33392870339786,24.426453165511752,10.63518038966543,18.772793759101475,12.77668805757319,10.809997818421582,10.343263778301422,10.19506705027074,34.60909445657456,13.741136490682727,16.250442372965953,10.523570705210814,13.741136490682727,11.690857333248255,24.426453165511752,11.901254940056829,26.10195457737729,3.4211052998527993,10.764608205601737,10.9466920829646,16.179441802135624,18.830114121000165,10.802881811199413,17.592646634744483,10.307714645448973,13.078317245851563,10.026803532100827,21.762368864533162,8.44069940786583,5.192657190920246,5.21599855809925,9.404737785622647,5.749595919950224,11.682516735303256,7.375438222362163,24.486845652597502,17.24780080768638,36.395212584929155,23.569814995917348,11.023033042678076,9.341244327127699,11.538072436325546,9.949500157106325,10.26450000970629,10.151847698556285,11.763114711414149,15.918284365709605,9.839889780057419,9.841381627995327,10.361525351080406,13.563476162713847,11.756073815926007,34.65865759546564,9.26117298830307,16.698954128928065,23.682087205008436,16.661654698844618,10.593605068041311,10.717162651040006,10.266440324411887,13.687267030843332,2.325545761791263,10.307714645448973,13.601761531630606,19.917972356024688,12.62646353223342,4.473195549062044,4.258296775656937,17.857869930002163,12.899381730556247,23.85766275297903,10.591285552082367,19.917972356024688,2.3140377574590985,11.78933650169009,11.756073815926007,28.331822143610534,11.763114711414149,8.563535827086849,14.912803285318073,9.4735129031472,11.190074095687272,12.09516965416146,5.192657190920246,9.951359910304058,17.592646634744483,11.987679961855802,10.802881811199413,10.361525351080406,13.301283946808411,23.28751981515811,2.3140377574590985,8.443253055680046,2.325545761791263,11.08506753228246,25.39048512403963,10.63518038966543,10.523570705210814,25.77064420235379,28.118909533530097]"
50,"[8.834764685761078,10.945311319029706,10.848587649690048,7.136586995985821,9.756993892187658,9.223800389873245,7.636590199741257,7.351997162539852,10.367722642091014,10.771483023371886,14.465606107395832,15.342490100808694,21.25056529399836,7.685782027024371,20.24346090641339,16.449290403721555,7.1784917774858865,5.646937451306975,10.103191624365397,13.132390713510214,2.2064085289180175,22.18508996842302,22.215394632879985,10.604608288191873,10.052568323557969,10.771483023371886,3.9082887154677484,13.295354336079921,14.465606107395832,9.484095755793048,7.139243590063483,23.81514030348426,10.895794394211805,9.358829282407278,10.093756174931428,12.635232987847857,9.424847462344545,9.727082452608933,12.961691456860859,18.344142834190944,54.219822771470355,3.3229846095239743,10.46429095427672,11.387384396844672,9.718240777807532,12.413584186536161,10.562918197794525,3.1267665180297666,10.557275254014026,17.52773389815709,10.146386471432514,17.162013732892817,11.144235164053919,15.382851478218313,10.61139119818749,11.730412832491456,17.52773389815709,35.45145412622633,32.199685587295,23.995034255650914,9.727082452608933,2.590929186235775,9.756993892187658,28.388449299509052,10.093756174931428,16.170727263479964,11.318744997376411,11.314960219893043,10.604608288191873,8.971706364748503,9.286801600095625,25.328174906865762,11.144235164053919,8.834764685761078,10.012636902091572,10.146386471432514,2.4239829800086525,11.928459706886683,10.257220400515555,6.6728228949616,10.697631204503587,17.1019182789538,9.358829282407278,16.332655321210172,10.562918197794525,12.061895549901712,9.03314941122178,18.889988482623213,15.382851478218313,11.386066104509394,4.854097604172301,12.448734985055326,20.552044731183138,20.552044731183138,15.020622698146235,3.1592155377708204,8.833455691534205,4.555159518584881,22.753442441347946,23.419319228654537,13.17891258890186,24.533018257682404,10.796320751781073,17.383947187510824,8.728127490358897,10.257220400515555,9.967363435260305,10.437922977653304,34.74226933229481,13.567437545773416,15.81352433900026,10.415535472742881,13.567437545773416,13.123127069228866,24.533018257682404,11.314960219893043,24.420847734858434,3.1592155377708204,10.850031674304136,10.895794394211805,14.04049608600868,16.81003189765292,10.107865756654942,17.593512915163778,10.519043463724778,12.413584186536161,9.223800389873245,21.784987277871785,3.9082887154677484,3.7042742700147557,5.646937451306975,8.833455691534205,2.4239829800086525,8.420869962917493,2.2064085289180175,25.103516584053004,15.691361150209955,36.135725744983404,22.60017658030075,11.318744997376411,10.090264666953535,10.46429095427672,9.236267273385355,10.403840330049457,4.854097604172301,9.954985711514967,14.800704054541646,9.801466493699202,10.103191624365397,10.691975837385998,10.616782586507494,11.844811074091297,33.32749181333108,8.82606986075883,15.33985109158216,20.48631186715464,16.449290403721555,16.332655321210172,11.387384396844672,9.236267273385355,13.858213392531843,1.1540432515088614,10.519043463724778,13.295354336079921,19.782738139567236,12.635232987847857,3.1267665180297666,4.414627205872312,15.761376240999356,12.310553544733605,23.995034255650914,10.012636902091572,19.782738139567236,2.7616262946284182,11.93525782480455,11.844811074091297,27.785425413023464,9.954985711514967,7.685782027024371,8.728127490358897,9.03314941122178,11.133834628762775,12.061895549901712,3.7042742700147557,9.751935148820063,17.593512915163778,11.89884613239574,10.107865756654942,10.691975837385998,12.505906503677487,24.25022932432153,2.7616262946284182,4.414627205872312,1.1540432515088614,10.697631204503587,23.27218402129771,10.796320751781073,10.415535472742881,25.866282068626195,24.57356991090703]"
60,"[8.732344303822096,10.49778422246179,10.62992412679175,6.1191354404432206,9.650795225403401,9.12595570179024,6.525318081784888,3.1886062558033768,9.205861706613353,10.55277424528788,14.186276814577392,14.676556242127594,20.798874714929262,5.498479645895624,18.52738606788248,16.384879346760364,7.8505509878721185,1.5839583248349538,9.670674247445088,12.647057820202305,2.931475305554638,20.481810138789896,21.78048008929724,10.427277573329244,10.604062772619454,10.55277424528788,3.536316658509072,12.881753242174591,14.186276814577392,8.749023155728871,4.854830383392469,25.18803259191521,10.70698293728034,10.698185527841842,9.88671514134024,12.690466941982644,9.073892891642178,10.103352710150409,11.817777567091998,17.46820462709219,49.82987612359815,4.38493952135334,13.33601674333434,11.07185819653466,7.425990086392694,10.749377009302036,10.634656056763397,4.38493952135334,9.422851252819717,17.39474213454704,10.017263122636551,13.546271363768794,11.135991378723839,15.020465781842331,10.427277573329244,11.092611873623703,17.39474213454704,34.32313633501802,30.88354123198569,23.2069368549008,10.103352710150409,1.6194275606317103,9.650795225403401,27.06145694170903,9.88671514134024,10.698185527841842,11.004324640522782,9.405759107634664,10.83832948615228,8.804158286245057,4.672595940233964,25.291818631439373,11.135991378723839,9.137072891564767,10.269798642703497,10.017263122636551,1.9247647500364886,9.886006757405639,10.398798455343472,5.3074839644135645,10.52417517649665,16.449186479641323,17.045397094982096,11.521251272667504,10.634656056763397,12.077512121317552,8.576382640590674,18.926076354264776,15.020465781842331,12.408571418329164,0.7093678994429057,12.686781320897206,19.191338066296762,19.191338066296762,13.115553922070161,3.553794574139784,9.147467932177554,4.9613859404284115,21.03925146050746,22.670497002805416,13.06106846250643,24.735811836127837,10.910470486118475,15.734831596399125,8.804158286245057,10.398798455343472,8.576382640590674,9.147467932177554,29.002207733530543,13.633078344437658,7.024445151239118,10.342169443766613,13.633078344437658,11.188975068297829,24.735811836127837,9.405759107634664,22.675000452358578,2.4398977427366972,10.756595164963104,10.800843197730456,12.19395665586739,7.713676291319062,10.047234475911734,17.599529846088302,10.406425314773532,10.749377009302036,9.12595570179024,21.61971968629374,3.536316658509072,2.9717958693293305,1.5839583248349538,7.425990086392694,1.9247647500364886,5.540790248799477,2.646491303925217,25.582317313170467,14.336982456452015,35.93021490075661,21.149825507197978,9.62885447207334,9.934064342281713,7.713676291319062,8.749023155728871,4.672595940233964,0.7093678994429057,11.131387914544819,13.816269348290467,10.144025013606818,9.968835829003718,10.554504922034596,9.670674247445088,12.05249140883941,32.5094154654142,8.129971937744711,13.881855030359864,17.99736936594051,16.384879346760364,11.521251272667504,11.07185819653466,9.182040962339515,13.843840750142107,1.5067610685443666,10.406425314773532,12.881753242174591,19.529719193539847,12.19395665586739,4.9613859404284115,2.3494948984873014,13.727494216156275,11.853237176819976,23.2069368549008,10.269798642703497,18.52738606788248,4.483725618079176,12.07599267817012,12.05249140883941,26.636782190419588,11.131387914544819,5.498479645895624,10.190375869791188,2.4398977427366972,8.86350462692019,12.077512121317552,2.9717958693293305,9.6041778372336,17.599529846088302,11.780878460624832,10.047234475911734,9.62885447207334,11.58462192246409,26.23638856653193,4.483725618079176,2.3494948984873014,1.5067610685443666,10.52417517649665,20.550878985821512,10.910470486118475,10.342169443766613,25.88283801468037,21.11882225158753]"
70,"[9.194791123442021,10.663770077837306,10.579101961446694,2.5026316094291206,10.339607763230594,9.687290697017893,6.033341341545231,1.1919642536095951,9.679732507870671,10.416718441850147,14.003522510226295,14.290629331648859,20.323339403292294,1.6677565587019627,16.583946033200306,13.848246983352048,9.064437586403468,1.9268313728949837,9.714759624489817,12.411722901074464,3.1718652249244697,19.02814599702758,20.96676324028092,10.174286020553739,9.776158868961161,10.579101961446694,3.7897794832499403,12.238196085803855,14.003522510226295,8.18571500179397,4.640898034758805,24.860030715241198,9.679732507870671,10.267526446512107,9.54534282956574,12.509897039277575,9.184412644979897,8.999514373289829,10.068300102229427,16.48624133213976,46.46391452097706,4.334674650012934,11.917940306725436,10.221419130418417,9.709159742971783,10.708656219330873,10.666644153547814,3.9003483609707814,8.515811290747305,17.219532595279805,9.954821455696742,10.245055205253028,10.803133752353892,14.933880367130142,10.068300102229427,6.669302548843604,17.219532595279805,33.653935882759605,25.14152485430947,22.173055135370667,11.245002270034325,1.8209921572363663,10.234684009419507,26.23012487082374,10.510200279143337,10.267526446512107,9.85201187865071,11.414749511707614,10.234684009419507,7.851131773007193,5.194557825858995,25.25535318845786,10.803133752353892,9.194791123442021,10.223033586972546,9.954821455696742,1.1919642536095951,10.64735599681257,10.452911551023945,5.508723538186925,10.2373975113682,15.613924605404238,13.969854088709742,13.969854088709742,10.666644153547814,10.894591221433135,5.74217610831741,18.4830479464813,14.933880367130142,8.999514373289829,2.7246342641020433,12.889438186437298,17.62686935537899,17.62686935537899,10.894591221433135,3.5221400827795684,7.750490280491301,5.006824920906722,19.03185791039885,21.42374407808479,13.011932165714127,25.187948730238634,10.807204492982937,14.17701086921078,10.315726587559265,10.452911551023945,9.276010575110172,10.120654878678074,16.443704887833675,13.621341109199866,11.150176778599903,10.63441941119422,13.261571985424595,11.917940306725436,25.187948730238634,11.414749511707614,21.123248849170434,0.848988534446574,10.416718441850147,10.172795006251027,10.43493429210502,11.890878117324181,9.980088276285235,17.374276349115966,10.17102825080917,10.708656219330873,9.35503179179928,20.154888416005633,3.7897794832499403,2.1708588128025768,1.9268313728949837,7.750490280491301,2.7954751133825906,6.231124798019122,0.4807165698336915,26.11277451546164,12.980278970350266,35.1649322537847,19.787095626247485,10.091682603727486,8.871467593730939,7.833541892609829,6.7602596886839885,5.194557825858995,2.7246342641020433,10.346908420115584,13.147833773332021,9.35893758670951,9.981681807889728,8.983752214546138,9.714759624489817,12.034827457975112,32.49314921540643,9.532403348963497,13.179599803767758,17.09325981310855,12.8815284662831,7.833541892609829,10.221419130418417,7.918277743516371,12.980278970350266,1.8403077269581238,10.17102825080917,12.238196085803855,19.16365995536009,10.43493429210502,3.9003483609707814,1.6691332088779653,11.890684887765834,11.14076324860908,22.173055135370667,10.223033586972546,16.583946033200306,4.392452219595554,11.969794809861638,12.034827457975112,23.403233866645223,10.346908420115584,1.6677565587019627,9.536066047259277,0.848988534446574,8.124224622974667,12.034804597744467,2.1708588128025768,10.663770077837306,17.374276349115966,10.642404409868107,9.54534282956574,8.983752214546138,10.657977559466728,26.945402874303095,4.392452219595554,0.4807165698336915,1.8209921572363663,10.2373975113682,18.099726265429513,10.807204492982937,9.85201187865071,25.479805025192075,18.396330141748745]"
