time,orderParameter
0,0.09094579939958437
10,0.09503221468995461
20,0.0942442617923276
30,0.2460417645564733
40,0.36585280639726675
50,0.46310674412513575
60,0.4446671364971857
70,0.2817743229347466
80,0.19032662663078795
90,0.014971271617995923
100,0.13484973598970612
110,0.2695244058549817
120,0.12947834007001618
130,0.043216515831451224
140,0.03751754356019986
150,0.08968543023520253
160,0.05673931765372736
170,0.09922866920549885
180,0.17281573146799617
190,0.25066519045977115
200,0.43961426466428727
210,0.5639228866874814
220,0.5986908209880359
230,0.6060180215423661
240,0.561489581696784
250,0.5177731697793915
260,0.5022649636716201
270,0.4301663409718479
280,0.44047104120676245
290,0.39990848722017197
300,0.41713616726397723
310,0.5570740403367692
320,0.5938677111846933
330,0.5719865863484034
340,0.5635192058078446
350,0.5380286251206141
360,0.5884255170747079
370,0.6008106761298864
380,0.6055374880946423
390,0.5527363266944333
400,0.4973353871820986
410,0.4425160720214023
420,0.33591671093568215
430,0.23215270651965322
440,0.24163641929923363
450,0.22177119219631133
460,0.23460867309244254
470,0.3264710041768659
480,0.3409731383517984
490,0.36999063833802964
500,0.4019972755456458
510,0.508164294316193
520,0.68407898176181
530,0.8224346818770094
540,0.8861147689079101
550,0.9094389058596479
560,0.9543127780668914
570,0.951157656239824
580,0.9794383501026508
590,0.984709073248886
600,0.9747562866305601
610,0.9762999972112675
620,0.9859212535048875
630,0.9913635756665191
640,0.9910157149130577
650,0.9847069246497604
660,0.9893840556166434
670,0.9846028924177044
680,0.9907364912992278
690,0.9863759879577194
700,0.9879127090795291
710,0.9815450248542382
720,0.9798219234411097
730,0.9836732032847163
740,0.98785698700604
750,0.9870807412426278
760,0.9935133685324548
770,0.9928177123974681
780,0.9921047833456464
790,0.9907249713820308
800,0.9943181865342012
810,0.9928846407119027
820,0.9902836576044
830,0.9943947816480774
840,0.9882252514202495
850,0.9888866046453774
860,0.9839923211495819
870,0.9908185346898832
880,0.9953816975402541
890,0.988128912706966
900,0.9888111097053058
910,0.9844688633791967
920,0.9868454539633952
930,0.9897941138699814
940,0.9919424564283181
950,0.9905285973259075
960,0.9881255006319597
970,0.9864289412936605
980,0.9898561857657794
990,0.9893616820515387
1000,0.9866608900140947
