time,id,x,y
1,1,174.9847819523929,258.1607485476718
1,2,287.09093781825754,253.2104473741823
1,3,352.9996734782416,44.478741069346746
1,4,358.08618404486833,328.4039459603257
1,5,13.064345968047482,374.61734706735444
1,6,55.322779950836555,274.34115278883746
1,7,232.44409222949872,219.9795358282003
1,8,265.1059808344689,73.62667765490717
1,9,120.90971920618065,156.58043381499976
1,10,84.47260939863679,379.19187356619835
1,11,39.64256273302964,58.64407555364618
1,12,0.44080431647638707,20.716098391655695
1,13,186.64931245229624,320.12435482387247
1,14,116.01305311929997,392.46189429483195
1,15,222.2102989874268,366.1348964950357
1,16,151.10840050992164,48.4072994208835
1,17,96.68035871969057,373.98287476028537
1,18,74.36052674964832,219.3779473705126
1,19,139.01099192121833,345.3582303178113
1,20,287.25843530519063,29.19775149142808
1,21,359.3154978897524,363.2932116440252
1,22,26.835316729205758,46.534096634575235
1,23,183.39999758277025,216.51623352943383
1,24,218.7870508260037,203.45541359815368
1,25,220.84984648917924,209.81137960651319
1,26,45.83864691136769,272.848575689455
1,27,63.50006319827617,179.56669592847803
1,28,366.1383297136876,227.16626929896978
1,29,396.0224251987365,48.35859871353752
1,30,196.22221750932724,68.39420594498442
1,31,167.77044237415714,143.44643315638473
1,32,36.61915471936571,49.60740614085134
1,33,63.64763679719544,129.07263919133638
1,34,245.21155249331835,273.2274345143852
1,35,314.1135556136978,245.3320154040263
1,36,245.66277029550974,269.9964406520462
1,37,364.31909799547867,310.91030382837744
1,38,335.8118835165305,62.742141357525135
1,39,69.70639337480642,290.096983333628
1,40,12.953486931138764,332.7931854303281
1,41,27.606486702686105,111.182717903701
1,42,209.03697057928304,293.95251502258805
1,43,175.4638481897686,103.94072976594948
1,44,260.36133752566883,40.379546815584696
1,45,343.5645944248527,175.66643628181063
1,46,214.336702736616,107.7649218155502
1,47,396.78271680807495,204.403557365179
1,48,224.17155732054798,355.68242031487137
1,49,43.41674754432448,93.04951378397588
