time,nearestNeighborParameter
0,"[6.104865464431779,19.55097373600076,13.29860655293721,14.300516574053185,23.648705383723506,10.58889760696171,19.879247225339544,10.317299526207071,10.133732617635493,38.058516092622966,10.281211765409685,12.199361091366555,0.4159275484433061,5.174366572733097,14.080075553017593,12.417322845290919,3.57371089415343,4.114633897242692,16.087640668338064,12.298740808415815,18.198649685780353,17.95862762188654,7.962150959128793,24.2362877978055,14.884478695587571,5.7710583812399845,22.47579427524633,14.946261028138252,26.239554767185837,6.462667524223745,1.6643496936400197,14.080075553017593,15.89427927745255,23.67054917895947,10.133732617635493,14.946261028138252,5.7119986169308365,23.252102178837724,26.239175983383998,11.733070217192173,1.6643496936400197,23.43343266374893,5.493521683807386,18.038086995963795,18.945205162612922,6.499672771442189,23.43343266374893,3.038590548585459,4.739164988402138,19.77885731910904,22.447790955179165,13.300660376001048,11.69709441556075,2.955429191383587,12.928262353047888,6.499672771442189,6.462667524223745,15.118017222122498,4.114633897242692,4.751543700241128,13.853297969912784,27.459215677578793,4.751543700241128,27.68570052545842,5.337805548387538,18.00263347196709,38.929635931305704,7.521528913513023,2.955429191383587,11.12117641330954,4.084231911476537,11.948270997101629,20.184201984230473,25.666938269006213,24.590436893098108,14.784460338057206,16.731218115119795,25.70523315590492,20.11929352943192,10.744015214964575,8.499669622656114,7.955223658160855,16.152592020639705,10.798140114403312,5.678762980071696,12.14891108519598,11.054184939343571,4.9652698431761655,30.036335293309495,10.34719668705968,25.38659223522856,7.69601679873745,28.78162027634581,23.47904799986873,20.286686566911648,16.785433153301923,16.923593992740848,12.39004074682109,5.7710583812399845,17.639280086796468,4.419898780980446,5.7119986169308365,24.497149262983324,13.300660376001048,11.733070217192173,12.276658601007163,20.967649371119794,5.806568042757618,10.34719668705968,8.943233387709357,20.581769897014524,13.499220012088749,8.943233387709357,10.744015214964575,26.239554767185837,15.75007897034573,15.587546273415828,9.205567756972497,9.694678892274805,23.90914887530649,26.896788685953087,5.174366572733097,10.027624436074488,19.362417474389733,11.69709441556075,17.32106250769272,5.337805548387538,19.48121764069549,13.475611642933824,18.276411380466893,11.220358330660002,15.89427927745255,19.263464295490294,12.199361091366555,16.785433153301923,16.159895863653713,18.038086995963795,16.159895863653713,19.592574281423982,13.29860655293721,25.672373151402454,10.58889760696171,12.417322845290919,0.4159275484433061,20.98986403440216,17.218320796188987,22.447790955179165,4.739164988402138,12.928262353047888,27.29897595726037,20.641997757760013,15.136233557091503,18.750029792486938,19.80185170446213,11.220358330660002,17.46619177545347,25.19465177740064,9.69559451677681,11.12117641330954,15.136233557091503,12.276658601007163,25.38659223522856,9.694678892274805,20.11929352943192,18.746808331816606,20.184201984230473,4.9652698431761655,10.798140114403312,15.75007897034573,13.499220012088749,2.849705091187261,19.592574281423982,17.54834117165692,3.038590548585459,2.849705091187261,20.286686566911648,6.396574552477448,9.205567756972497,4.87194736782489,18.791233990964113,7.69601679873745,4.084231911476537,21.083609459443412,15.603931124552775,16.087640668338064,10.281211765409685,7.521528913513023,14.029461499590674,31.486355717450408,20.975155024195697,16.686369626910007,3.57371089415343,22.977654244290438,16.837695255649987,5.678762980071696,13.595722672627572,6.104865464431779,22.65345736972406,4.419898780980446,24.911034990961646]"
10,"[21.738275728411097,16.657922059264312,13.402567217377559,12.55330927052465,27.501979671572023,12.695680343418443,12.762949839067536,9.612014672019313,16.333369460638245,31.933232073339557,12.480854180917351,10.42156978556178,17.049329916896706,9.417826429457275,11.957220973953188,17.13990314530096,17.930944082221778,3.777949291121717,8.766888767813224,14.147007465478852,12.70695416696569,14.563075930138,11.335459679712423,28.136666604123235,8.787240658162963,10.059945039819501,9.788089264888956,6.858836540270627,28.11804537460835,21.458275452448795,6.858836540270627,11.957220973953188,9.788089264888956,9.796136054771697,21.424432399776336,7.64562872453194,11.335459679712423,24.22284629542087,20.403902128826168,28.705356076515358,7.301631266517647,18.721937100098835,12.069513273225537,17.194913647700268,7.301631266517647,16.041551178295197,12.891822024296637,18.793032153152012,16.66567696367699,23.91555407838149,23.35575602440673,13.080124893240063,18.878459313426234,22.27781571746788,10.990517464098618,15.033370452492289,14.217628963567018,15.476132539429482,3.777949291121717,16.72266293913728,21.045896923776564,26.551227632757204,18.423938286130358,16.01015451337808,11.69577418054496,27.13760445969951,34.76560575216773,9.417826429457275,12.891822024296637,10.795194811678464,16.72266293913728,26.31943024007891,20.633165460587115,13.934970910503354,17.012251910960924,14.217628963567018,17.614991125314255,23.35575602440673,22.684312279585555,13.772414287484029,12.825864256510929,16.16884643886721,10.059945039819501,15.80141399354433,11.504927245868585,11.717442878713983,15.033370452492289,12.069513273225537,16.574303061461148,11.69577418054496,19.53783015062139,25.492042787333673,17.569920348032074,23.10368202387171,24.44025671993638,12.4628089454098,12.762949839067536,17.100877262371323,16.333369460638245,25.94459982104632,13.673830687806774,16.102380347789524,11.717442878713983,13.080124893240063,10.990517464098618,14.300034999960644,12.55330927052465,4.3883887536023884,15.40096370454788,13.934970910503354,14.889357608522682,12.297882025590475,6.171828592164676,21.909936206540262,27.518054346381515,10.133299261398337,15.718960913281359,12.260161481857871,18.478277101940186,25.650984852581647,16.545970337797186,23.872511217897824,17.15547206144434,8.766888767813224,18.878459313426234,21.651601467191497,20.02346216111766,9.796136054771697,13.402567217377559,19.82421174950389,17.85756276499974,15.858801759639976,15.261206878428405,10.42156978556178,12.4628089454098,11.005353682038761,17.194913647700268,11.005353682038761,19.013546428493044,17.569920348032074,23.222037687654627,6.171828592164676,17.13990314530096,4.3883887536023884,29.29285281972525,14.076651546651172,24.527253250570705,16.11632882713303,8.787240658162963,25.775252403319275,15.261206878428405,12.688190803477273,11.504927245868585,5.915590492155544,17.85756276499974,25.775252403319275,20.82673889824207,5.915590492155544,10.795194811678464,12.688190803477273,14.300034999960644,30.656950174015996,14.62564594085959,22.684312279585555,23.26495655247469,24.16087848154708,17.211290858818895,13.039168602010257,10.133299261398337,15.970906514907337,17.945043793901373,17.963095201754,18.028208235297843,18.793032153152012,13.330571408536752,19.07406707980015,16.102380347789524,12.260161481857871,16.11632882713303,19.798938539797938,10.548045079361778,16.99963170771251,16.01015451337808,14.62564594085959,12.297882025590475,12.480854180917351,21.29098841832302,12.86728587423574,20.633165460587115,15.80141399354433,8.046208990182372,8.046208990182372,25.239410044417607,16.616699311128123,16.657922059264312,12.825864256510929,13.673830687806774,16.545970337797186,19.01586079105551,23.806121986588497]"
20,"[27.25931886981432,9.854214480785096,10.338417610647564,20.457575772707738,18.198377830903055,9.495029770281457,16.01448096157919,15.504175409894785,6.311632220293444,16.979020993626882,12.882586591030876,12.443045440146395,19.88365380311576,21.663841445159317,9.401839753279445,14.145592610483524,23.822074900102592,15.106759299323926,12.16510300777485,15.106759299323926,10.287517059207673,11.522684290696185,8.495162001966682,21.14706495576676,14.545367077417932,19.239066429929125,16.593953777944726,7.311672334599447,19.070429410988453,5.138025411133079,20.977238561247546,9.401839753279445,15.832353624288345,7.326024105581424,29.561297040476667,10.287517059207673,25.753063431447135,12.440669476001865,16.121791176694906,23.80524598270928,7.311672334599447,10.161342584474637,15.049359579191687,16.364809456918852,20.868565489509116,11.659218253626461,10.161342584474637,38.64191959203188,23.739698751781138,19.469220679503724,22.979742117218123,17.4187060726037,22.435974459591613,23.374862712314144,14.915573077022946,12.768063060123328,9.260855900577285,23.44656565410242,15.504175409894785,14.23400366269937,9.260855900577285,26.221086637091165,11.366008160467235,11.366008160467235,11.546987385238225,25.748828944423003,29.74471229860375,6.311632220293444,13.346122553262584,14.930450712884658,19.319406214578876,18.747832311800156,10.716598300597102,13.401055731754683,9.690588641420371,9.581892573927613,21.37257783278076,22.979742117218123,24.33420112500649,9.523900069950544,13.852367309497781,21.482662974940528,23.202083568725033,23.261169257546094,3.1070564476249167,17.36688285528939,5.138025411133079,12.991094863922177,13.570733270204077,19.562305499615505,12.768063060123328,16.222512277606196,11.877277237336571,23.80524598270928,12.743461307040704,7.388515964735845,14.145592610483524,12.462426864223378,9.982144729856168,22.729839327484214,14.446964815737626,24.54904219193247,9.752077303443981,12.313144995215474,7.317971757911693,10.239454424786743,7.091991237685955,23.461316060802698,23.739698751781138,13.401055731754683,9.752077303443981,12.16510300777485,18.746908590036384,10.610379514812406,19.96228510441328,16.940879339621812,23.654100806666946,17.196218294267496,18.81433289510361,11.546987385238225,10.697709120682005,23.654100806666946,18.747832311800156,17.837977286127124,31.120310372425656,17.4187060726037,21.35827662503968,17.892428654540414,10.338417610647564,12.056080559116015,11.033175487736601,15.832353624288345,14.12252708996525,12.443045440146395,10.610379514812406,9.690588641420371,16.364809456918852,12.313144995215474,18.219682735005044,10.697709120682005,24.33420112500649,9.495029770281457,13.513441055756298,19.88365380311576,18.668730763701518,13.327044692697624,28.484881495952546,16.121791176694906,7.317971757911693,25.611239259843924,11.659218253626461,14.875094180733807,9.854214480785096,15.143039083709693,3.1070564476249167,25.611239259843924,22.95299716642477,15.143039083709693,14.930450712884658,16.310616663391926,25.748828944423003,30.98751187113945,12.65482729441979,7.388515964735845,19.327133903307683,20.58540492396252,14.12252708996525,13.922879009819358,16.006844892567,11.033175487736601,19.319406214578876,12.787086936329592,23.189755632643948,12.743461307040704,7.091991237685955,10.239454424786743,16.454272811269366,17.196218294267496,20.05944976077493,8.495162001966682,12.80263584255309,12.056080559116015,17.721396635039536,12.65482729441979,18.921130252167377,12.674579129800303,21.663841445159317,19.478097848528463,10.716598300597102,19.070429410988453,19.327133903307683,21.407083644434344,25.192741909499155,7.326024105581424,23.75400564153604,20.05944976077493,13.922879009819358,6.0125786813996935,16.454272811269366,6.0125786813996935]"
30,"[14.919461866309875,17.504783709239003,11.077060090300725,11.242772975437116,17.607524220924404,12.235120913664147,25.596706376203763,19.465488765258808,15.293760913517882,7.472448236817434,13.369927323009085,11.912024141666679,10.150371480774057,21.383910408530486,20.280826358977468,6.22227450361178,25.278949221715546,17.581203163308725,15.998669538396934,18.62525781179637,14.96011761930312,13.504904546428522,20.249275622239573,15.776619202872473,17.136814439362094,18.99280230901526,23.4189521905097,21.850969615132225,10.962573873771607,18.59268157838035,29.86610220207989,25.646840549926978,11.804683204221298,20.07307624785548,12.352474840389599,13.563698768940172,23.07047114537516,9.153967425826783,11.99990808933008,16.72873401092212,11.804683204221298,16.794016393680852,16.194462962157278,15.549867591144691,23.76386022589455,16.194462962157278,19.57763844288555,29.706344992959803,10.290315909181542,5.360013350844913,24.667602974471297,21.049177279221645,8.62595549589867,12.574018641535663,15.047196050139096,13.38621472048582,18.31119859660417,16.697405145973853,19.465488765258808,9.531828860045204,18.31119859660417,19.832607170060022,26.033625871952673,31.209490646975063,20.564451182196752,10.704394111288398,12.352474840389599,9.955731234980256,6.992824236815432,13.868729778555894,26.033625871952673,17.82299452106861,17.056203152410713,23.54464671335384,24.022254627736228,9.531828860045204,10.704394111288398,24.667602974471297,24.373649882031202,13.563698768940172,12.982249796724972,25.702963192352154,22.69686425328577,26.539809624492133,14.784072289095999,17.581203163308725,13.38621472048582,12.504418877248426,28.32355830347412,16.697405145973853,15.000258350238699,11.077060090300725,10.095062850283867,16.72873401092212,16.08781337785479,5.360013350844913,16.86641865140525,16.3593236420427,9.955731234980256,19.81523149572801,6.050977544332373,20.249275622239573,20.810347023163754,12.668879755432041,14.706933881056061,26.0541168466052,15.776619202872473,35.003998183875765,10.290315909181542,19.02552851632174,7.472448236817434,15.998669538396934,19.02552851632174,20.927959596788295,22.650993645966864,18.272463059107757,7.907401843112359,12.668879755432041,10.619912192976992,20.564451182196752,12.574018641535663,7.907401843112359,17.82299452106861,14.022382801244989,14.919461866309875,21.049177279221645,12.504418877248426,10.619912192976992,11.315067594101828,15.34881615068119,12.975650142483174,13.58076975171081,13.160894030603489,15.888595533006828,20.927959596788295,12.865583789006495,15.549867591144691,12.865583789006495,6.992824236815432,21.620722657641505,9.297648994976207,9.153967425826783,9.828310774779128,18.24797683905548,6.050977544332373,11.912024141666679,26.112047003740756,11.99990808933008,17.136814439362094,26.0541168466052,17.39565764233134,16.3593236420427,10.480514599901644,19.593063916693563,10.480514599901644,28.307616296718127,17.370030438210698,15.000258350238699,11.242772975437116,21.91863084677468,18.175734215426562,31.80949268956983,13.71365605806062,9.297648994976207,15.775662823813013,16.274432052107393,13.160894030603489,16.062012536173416,25.49298885217853,19.402025152515602,11.808318489185043,10.095062850283867,20.996627343739753,16.08781337785479,18.84488717793437,24.53926511755832,11.821991965994677,20.996627343739753,20.268441418548004,27.208879461034382,19.818145679649717,15.34881615068119,10.150371480774057,9.828310774779128,18.88431644045833,13.277602549776498,22.922971551423107,6.22227450361178,28.42596843481213,10.962573873771607,15.775662823813013,8.62595549589867,32.387106939110026,23.149727577048587,19.81523149572801,20.268441418548004,6.435929886169154,20.054642280709924,11.821991965994677,20.054642280709924]"
40,"[16.174324090824758,14.914994795515574,10.810792738790518,10.526138422407039,8.464965742015394,9.277586244271726,9.442517376990711,22.911850262840666,21.819324375827435,8.407130030753356,9.442517376990711,11.045065305476365,13.681969241075006,16.87051375292819,9.338453081982562,20.179903116720592,12.694723799732156,5.855853418277913,8.994032884903003,23.77511183454228,7.9133025115962425,20.45383758164183,16.539958927470426,16.777350549348053,10.309924784693555,21.219303696866707,22.55821564127106,22.97844366605178,9.519017221150595,18.766547177353022,26.429108528634732,16.69001383529847,13.996385889252299,11.702098002529182,20.262389941542878,8.640120776919087,15.294423466316514,6.786471124029811,23.452497398379172,11.925310080401264,19.02285341796286,9.194716008614947,15.274394988833972,14.752600990146963,29.330871437906254,10.309924784693555,8.287469071007704,16.69001383529847,15.93249275194023,7.9133025115962425,23.67589757093319,22.081445745976144,25.64943175496947,15.28156967938697,6.786471124029811,24.561770959215945,13.467564071123842,10.234558593362957,8.287469071007704,17.547613871222786,21.63533180653117,8.407130030753356,20.484070438889344,16.094354382536384,21.467250931988684,16.257866990652154,17.60811275601429,9.906299119468208,9.194716008614947,8.994032884903003,20.484070438889344,32.838249831914545,18.044128449310957,30.067323546951968,17.60811275601429,25.261378890981195,13.591314238068488,28.049199733120755,17.662061368593154,8.640120776919087,14.914994795515574,26.620994037509764,21.819324375827435,27.815624088473097,15.106737430465202,8.464965742015394,27.22969629786976,17.425050506901872,12.550834477194172,10.234558593362957,15.274394988833972,10.810792738790518,15.28156967938697,11.925310080401264,11.960093525833328,16.52524894655827,5.632910706942591,12.155389909377213,9.906299119468208,12.17462642420884,13.506747675088224,12.694723799732156,11.886664649774886,11.988588257808454,10.790490301841068,16.82716168943423,28.54566249448337,30.922906916119967,15.318211239465187,11.244267534145996,5.855853418277913,30.455888495813245,11.244267534145996,23.194284924976227,21.729807160112667,14.28758621822011,9.338453081982562,11.988588257808454,11.702098002529182,9.277586244271726,22.116756775299496,25.22225369082153,16.87051375292819,10.526138422407039,15.294423466316514,31.26436113809219,10.790490301841068,20.827995282450097,22.587495831874758,13.467564071123842,15.106737430465202,13.996385889252299,20.714344804504798,7.966437555790082,12.550834477194172,16.116077702275078,11.886664649774886,16.116077702275078,20.0866484842208,23.45360717602843,15.995664978613362,9.380031802497001,11.38449557204951,7.966437555790082,19.355324385302932,11.045065305476365,28.184666614862575,16.08162799297905,22.698590983184125,28.550250169568738,18.766547177353022,12.155389909377213,10.70398999311372,23.811680012758053,10.70398999311372,16.82716168943423,9.519017221150595,22.581546383787597,7.079384597193793,16.20708311810613,16.257866990652154,21.754538003438718,15.223247388979086,15.995664978613362,13.031594633389618,14.914921616951125,19.823851206732574,14.28758621822011,29.623487145634893,21.89364875948818,17.547613871222786,11.960093525833328,24.488423946486957,13.506747675088224,7.079384597193793,16.196979567991804,23.78722121208638,29.40214064645647,20.489853087604793,32.085807702136044,13.591314238068488,17.662061368593154,23.870569085625988,5.632910706942591,15.135952009472215,16.08162799297905,16.094354382536384,20.179903116720592,25.419469983000802,22.496279073756483,13.031594633389618,25.64943175496947,20.251044521655075,28.19358411770534,15.951055394428792,12.17462642420884,16.3680524403877,22.116756775299496,14.914921616951125,24.05358743544197]"
50,"[12.88528338518703,16.04333401777746,13.697373881863957,10.806254014621702,17.687527787574062,23.0085320261013,15.99982958744698,17.411492965800942,16.567327843304756,0.6657735492708559,17.8132061007643,10.662074793545083,5.373585609285714,11.868416964960804,27.832289062916164,18.91996567963728,15.246898764052796,20.734229223812036,14.882505844091398,23.59187016988067,14.697858233164624,9.946780660827216,14.269680662577434,14.551208081453817,11.579077328320233,25.27327850886788,13.470745321142669,10.306633833949848,17.23563016478418,17.471006458770567,15.840518653478341,11.043154057024568,22.594926084683,21.86912037366207,22.17752113430168,10.306633833949848,9.149233257231487,9.822972287992133,19.461172839783593,0.6657735492708559,26.507128239850356,11.122754090315706,16.52298630255955,8.36071480724448,25.39897638317209,23.62634680150435,10.473878480323359,17.051192440594985,11.920961897772631,19.81229724002558,13.470745321142669,15.451788700559998,27.787881795434465,13.253121570811075,7.284550656957326,14.394123639568837,13.611813785158827,19.911470292179814,17.411492965800942,17.437243117924876,16.81201305846727,27.31219423029407,16.834653340324902,4.425685896635565,19.012604326904242,9.430248557445811,15.451788700559998,10.880880972726336,11.122754090315706,10.806254014621702,16.834653340324902,32.46508479292266,20.29182227045358,29.75055808727057,16.567327843304756,26.315234869117866,17.072856216029276,24.44582964030021,10.5736369513007,14.697858233164624,16.718736023921114,22.856978675844207,23.366604181585796,20.50660260426661,7.259572560072002,26.613120637137698,9.35149279914211,7.284550656957326,17.44076455692096,19.911470292179814,11.579077328320233,13.697373881863957,19.051631325328763,12.389147044007977,19.051631325328763,8.37765084718795,11.465997328695716,10.473878480323359,10.880880972726336,8.300157693443667,15.361402320680067,14.269680662577434,17.093790853391063,26.788546341128665,9.822972287992133,11.043154057024568,28.86368449266957,27.31219423029407,16.19775986603383,16.51063155247193,17.687527787574062,16.915355315926185,10.435077810277917,21.836350274783427,30.910294232624587,10.379374076254173,27.832289062916164,23.21428487360396,21.86912037366207,7.683450974637503,27.766566748183454,33.90289647329241,11.859202500219347,20.624309782530613,9.149233257231487,25.61067099972662,16.93806164869573,16.458143042303245,21.14347698288638,9.35149279914211,7.259572560072002,26.1956283507673,16.81201305846727,10.745272467877584,17.44076455692096,15.569218563849178,8.36071480724448,17.23563016478418,16.915355315926185,19.46236533111407,22.05560538615402,11.227637996248161,11.465997328695716,26.80385155570906,23.107194404889302,5.373585609285714,32.32741479609496,23.0085320261013,14.401551674907486,9.430248557445811,28.123232199169234,17.959247259519124,12.898297392401279,14.401551674907486,12.898297392401279,14.222366848959508,21.696499997391363,14.394123639568837,18.988589023140026,12.181173927460005,21.888138592576833,9.754448721488485,12.439654550651762,8.37765084718795,11.678650109984615,10.396737932151776,9.946780660827216,10.379374076254173,26.16331293329919,14.882505844091398,24.059100644339335,18.95195721277592,15.569218563849178,15.361402320680067,12.950947945321351,10.995638086958063,9.434412316941055,24.44582964030021,12.97610265595795,20.417323950828322,10.995638086958063,10.5736369513007,26.706607444976687,24.354842824674716,12.950947945321351,18.91996567963728,10.014943978428812,24.613362236578126,9.434412316941055,12.88528338518703,11.678650109984615,25.39897638317209,4.425685896635565,20.519218818914307,22.687864324387416,8.300157693443667,15.889237046490065,13.253121570811075,10.396737932151776,22.987272866905478]"
60,"[9.054352114872534,3.428015221055835,16.183088839955307,23.670519887320417,20.86286245720968,18.519026625136444,12.617305193260204,13.6568268929984,9.71943693571389,18.29012846993912,19.1695275002662,11.360500335770816,15.685668289751762,19.600961941823826,15.606629078949137,13.384718085728753,12.617305193260204,22.09578843865336,16.27498526241144,15.632821767068988,10.689290381069954,14.127618771970688,15.732320466102225,16.67749349684699,19.179613442062657,21.28162826435477,13.881832576994809,11.89018705879171,11.70577824524851,6.492980749781185,10.658288831876728,18.93594487876563,9.965854885708575,10.372321070642894,21.67612143961661,18.271935779185807,9.591781097851374,21.57817542247799,13.47009564406936,15.236535853630873,24.537441986666828,15.70943246990924,20.55549204541733,6.7131115394810585,25.70778554471011,25.995932128163314,14.226259376919323,24.721989845550862,12.267393744717838,11.89018705879171,9.965854885708575,24.17152688548375,21.738915650862136,10.286506601238255,13.995211088278413,13.0933706468584,22.739057820735336,18.69089685352161,13.6568268929984,11.119461373528955,18.022856853489476,20.395430683380685,12.769698896381467,19.231104615038454,3.1358719833053286,20.48494580134664,9.08862045736931,12.584342849989806,15.70943246990924,6.020580694420969,16.406550827989328,15.632821767068988,8.931743717636808,15.085843566729071,21.67612143961661,16.836159432213968,14.790407164322257,21.004625963869767,12.966774011183672,10.689290381069954,21.90886522463332,14.226259376919323,21.82983053004472,9.71943693571389,3.1358719833053286,27.014436366676232,19.03811731219399,7.782690867960165,17.89621113212442,6.492980749781185,19.179613442062657,16.830898072353413,16.535620572992222,14.37644687052303,16.535620572992222,19.86779269217532,12.096447785471712,14.49065219109356,12.584342849989806,10.372321070642894,22.856525864961647,15.732320466102225,25.967978482256584,36.55834206870067,10.598717635533538,18.93594487876563,32.64920040634259,20.395430683380685,21.440769794375136,8.931743717636808,16.934989716101065,13.840439588775055,9.302422596356639,21.380201033766486,29.345776156174438,16.49528567927935,41.80062087505749,9.08862045736931,30.2860608798732,17.498826618257464,20.11415951950182,29.345776156174438,18.3532070014588,17.599134041277086,9.913632672848918,14.37644687052303,9.302422596356639,16.426878810200055,20.11415951950182,11.119461373528955,12.267393744717838,23.197516480861907,18.69089685352161,3.68280768804156,31.82232622302957,20.36752544149357,16.934989716101065,11.70577824524851,13.840439588775055,26.910267543155506,16.603245620425312,7.782690867960165,13.240739717980336,26.72724396329885,23.170638453930252,11.360500335770816,31.68980526378727,19.1695275002662,14.877732278250695,20.48494580134664,30.88992559142893,3.68280768804156,14.790407164322257,14.877732278250695,14.727536964504582,23.410696776909504,25.358619911531928,13.0933706468584,12.769698896381467,11.454557520903778,27.79509357422056,13.777413134617511,12.096447785471712,13.777413134617511,10.658288831876728,10.21467083400811,17.498826618257464,10.581829986795464,15.606629078949137,6.020580694420969,20.182067831370762,13.611366485438348,20.36752544149357,23.433360813438956,8.917151471571545,16.183088839955307,15.085843566729071,21.004625963869767,13.7687828730677,9.054352114872534,20.873068419391416,16.603245620425312,13.492749477442443,24.701205425698948,15.241277585272075,19.52332702959669,10.976270470953654,22.30322980492482,20.37583194844558,12.225991600454208,11.170528004619419,24.537441986666828,10.976270470953654,17.89621113212442,17.164757362149867,3.428015221055835,9.591781097851374,10.286506601238255,10.21467083400811,6.7131115394810585]"
70,"[20.66939832708057,17.809357237324026,12.208861474712906,11.671927898276781,30.08409286647918,11.406430643935124,15.816975910075653,13.482556145417874,14.187129913270551,14.34566948334894,10.149764174896255,16.16774487770375,16.16774487770375,17.431947531314268,13.997298912018554,10.676411943221057,14.521061420140468,18.855945994371247,8.580653156602233,15.156952060888942,12.248446939311492,16.372874601926334,14.521061420140468,19.786317113318635,21.121527885312673,16.0746505202717,9.583220164597918,13.588282950937417,12.963777740631272,17.594644568163133,17.68964313769139,29.41614946691435,22.61948406779145,10.274979914921477,21.284368658100426,10.31881063788554,10.643114221016779,10.149764174896255,14.328780979400374,19.809011168377452,23.669000426728886,13.46368808396164,24.983626664408845,20.579811189079834,18.978651926437454,16.37468910118579,9.861897156564348,12.330329294762606,10.466133969890558,13.588282950937417,15.70972506470538,21.07592080339548,10.676411943221057,12.882164381946572,14.572549896882252,9.583220164597918,21.355065931122773,16.75252309273676,13.482556145417874,17.87565896522363,21.355065931122773,22.108683644771766,19.413220450669467,24.081761002233243,15.00715523556323,11.751691889083446,27.726077099605615,8.422558111054355,13.976205015077277,17.00229523865709,9.368089165573766,15.156952060888942,20.877110700007936,15.769476540204224,21.07592080339548,9.035215574303516,11.654122038468506,23.401179103523564,16.330532010265916,12.248446939311492,15.134781358515568,9.861897156564348,13.19019042722935,14.187129913270551,15.964073255620205,20.579811189079834,20.547836656229773,16.37468910118579,10.11870463204401,16.372874601926334,25.004051417836575,11.751691889083446,14.041129601118044,14.876713519479512,14.041129601118044,27.287973610204386,13.714170484116648,17.047062337010242,8.422558111054355,10.274979914921477,18.479737220215053,22.46381493671201,18.98562101647962,35.46671235184923,22.78290326560775,22.134773189430856,26.569101149577374,27.658201993143006,17.86547997180852,7.483768324939223,1.4900558504408774,18.313667690722312,7.483768324939223,18.79446662168999,21.496058519983027,16.522330722536523,27.29918474384893,12.963777740631272,25.357257783855072,8.112593455619594,11.492122600046612,21.496058519983027,13.19019042722935,9.368089165573766,10.643114221016779,14.876713519479512,22.644972866540456,10.452169386184863,11.492122600046612,8.850525375866166,13.45755001853401,10.31881063788554,16.75252309273676,21.029474086258986,12.330329294762606,37.22764368002499,1.4900558504408774,16.38878144577245,11.671927898276781,21.991671749185247,12.612782935775584,14.572549896882252,20.97111063356971,15.792622072764186,17.417787550833395,16.647320478462063,17.9334822404252,11.327986237833057,21.121527885312673,15.134781358515568,20.547836656229773,13.976205015077277,8.580653156602233,16.335238433833062,10.466133969890558,24.00929615920551,16.522330722536523,24.983626664408845,16.647320478462063,17.44580374685899,20.38885070055859,8.850525375866166,20.97111063356971,14.9730825294569,17.013972039055254,10.291653559190037,8.112593455619594,13.680761920448138,13.997298912018554,15.893302413001239,16.019838512725304,12.882164381946572,15.6317019725964,27.2280013619509,15.893302413001239,12.208861474712906,15.769476540204224,30.447607135735954,10.452169386184863,18.978651926437454,24.47000960526891,12.612782935775584,17.59472215491835,17.941260849004713,9.035215574303516,19.37496808424335,11.03100820746303,11.406430643935124,16.51639131876245,21.885055258516747,17.68964313769139,17.9334822404252,11.03100820746303,10.11870463204401,17.75895005912102,18.238730943652573,16.0746505202717,15.168621311620386,10.291653559190037,23.669039480852547]"
