time,orderParameter
0,0.07792213727908179
10,0.04433099414020296
20,0.01199369325050209
30,0.04032143318377221
40,0.04972107110466508
50,0.03622470785789794
60,0.0329387082485925
70,0.03197843834872625
80,0.031725756277729056
90,0.01753467372701244
100,0.03178559842819325
110,0.032409403037490715
120,0.04327903230080219
130,0.04527286719744536
140,0.042114677591022165
150,0.03358566732211843
160,0.07208513054566167
170,0.07716050855043584
180,0.09491089484332654
190,0.09343062608811872
200,0.07871389435066045
210,0.08611087185945404
220,0.06782294706297011
230,0.054003098504258135
240,0.04988107620852568
250,0.04592267670889644
260,0.05250135238822115
270,0.058065152279752875
280,0.06133726693154757
290,0.040540701649083806
300,0.07816760602445409
310,0.08445360314213861
320,0.07666012396446578
330,0.09342852851238623
340,0.10342195993105824
350,0.07109892346976472
360,0.05571772651939521
370,0.05708931430849559
380,0.07001576503852927
390,0.044831903973537666
400,0.02826296779526876
410,0.024239498591233092
420,0.027282891901801748
430,0.01727020330961552
440,0.04831307749460218
450,0.05459461062559563
460,0.07993018236396546
470,0.03476084649193968
480,0.019249822707861332
490,0.035704600575412096
500,0.011967747189463713
510,0.03409487065474861
520,0.029213887192746032
530,0.01167998246242028
540,0.004775585447701344
550,0.01401520101642015
560,0.037965007872954426
570,0.03211388386088836
580,0.05053088701324514
590,0.0345039144605629
600,0.0238483774942397
610,0.015802882998168632
620,0.028619115425545485
630,0.02749391044427618
640,0.042494565839093855
650,0.06542912403427707
660,0.07468691468465083
670,0.06849842258918526
680,0.044865518764962135
690,0.014180361178741819
700,0.01709097041219799
710,0.06378772435733444
720,0.046587248060225385
730,0.04063013201091456
740,0.04912630158050664
750,0.05325336127153555
760,0.04210795569537885
770,0.030313904476662636
780,0.010518357295171634
790,0.02440418616931312
800,0.011781365690211418
810,0.057966106632763276
820,0.0034923863528446095
830,0.01641275959155688
840,0.03526699854620612
850,0.014489672582566577
860,0.043629555246958295
870,0.048243269951365325
880,0.02756739163050865
890,0.05825491994491022
900,0.06235107931414955
910,0.0838109136243732
920,0.06664483266496143
930,0.07891026465569057
940,0.08808753482424031
950,0.060425684810359426
960,0.04932548630532026
970,0.07255628238052082
980,0.06284673071752105
990,0.06399785565417773
1000,0.06886979626291719
