time,id,x,y
1,1,330.04966563378963,213.8895968068528
1,2,309.03513570539104,228.82940428844785
1,3,176.41260053609287,85.48437990913894
1,4,259.0022528181208,175.87121799299499
1,5,252.76460683190425,321.27198097118224
1,6,83.74276588125998,78.48191061387308
1,7,171.78415318629288,21.04272038755906
1,8,378.794531706187,89.04244293644216
1,9,256.6417686619449,229.01414302636337
1,10,191.43428534799898,327.8861153554208
1,11,353.1572398488723,367.11159466015346
1,12,243.4777866178171,185.52125823380706
1,13,391.20564802179257,223.39302249831712
1,14,246.38521169161697,393.7472503911885
1,15,23.64925194423045,295.3402260359782
1,16,226.2478978148454,36.13044944858854
1,17,394.62865913646294,305.2140040721789
1,18,346.9200684357847,142.55395271841698
1,19,98.34103392543176,250.19912260869825
1,20,221.26585822741157,88.90512806949003
1,21,243.84612259525866,168.71252089539655
1,22,72.70868565086121,239.92361076077796
1,23,281.46594893109983,43.72616468648747
1,24,358.63117458365605,106.58879205153484
1,25,345.05988155964405,158.42337891014876
1,26,229.60310292988893,303.97437554095933
1,27,165.40301446185327,121.6428834344397
1,28,249.23328028989695,222.8800198264417
1,29,151.47793366384,125.75190562320974
1,30,216.66427690501743,305.60585289879987
1,31,348.19060568211734,105.20449811133341
1,32,307.32152124141464,179.5035533761604
1,33,126.76624722690161,224.4632403087818
1,34,233.00521126140418,296.25958299458216
1,35,355.3566702846155,16.803618965218448
1,36,192.43444932350664,123.33300947756317
1,37,1.7937441087071013,14.77784062397989
1,38,369.3590731584789,221.82320911991752
1,39,19.720850414721948,321.90461093822057
1,40,162.97245043329102,334.57303107736664
1,41,191.8181791316066,338.7290401993704
1,42,209.5878333566311,54.658675115247
1,43,66.91936895795597,3.2117151821651557
1,44,8.491277159846398,17.060022890022456
1,45,29.018828284839927,317.95049067995905
1,46,170.96660739496127,277.6218785472348
1,47,89.59755846110649,171.18881650521774
1,48,125.31396451448572,148.09304719688004
1,49,138.47269796200237,300.47241660452187
1,50,360.87609255929164,240.57061428799562
2,1,329.926249176665,214.88195177263412
2,2,309.8041786986853,228.19020723396073
2,3,175.43203622615007,85.28818196300698
2,4,258.88986924379475,174.8775530936342
2,5,252.344983559694,322.17967932934954
2,6,82.91227552564402,79.0389436193843
2,7,172.72301001911583,20.698412607423812
2,8,379.7944219081774,89.05726130219598
2,9,257.02002896717687,228.08844375473902
2,10,191.02576280976078,326.97336712301967
2,11,353.1783984644137,368.1113707915891
2,12,243.90092800046236,184.6151945659045
2,13,390.2810623417983,223.0120483255055
2,14,245.39158379602,393.6345401206205
2,15,23.10528099229134,296.1793300840238
2,16,225.2585934750054,36.27631556245237
2,17,394.1084429950811,304.35996943222233
2,18,347.0136741305705,143.5495620664565
2,19,98.27974393937788,249.20100260709046
2,20,220.707984347596,89.73505380967379
2,21,244.57803311897482,168.03112014306825
2,22,72.53862301227696,240.90904401521874
2,23,281.1842815213132,44.6856767866009
2,24,358.5312182652391,107.5837838778372
2,25,345.2219307322242,159.41016159426218
2,26,229.02569239982768,304.79082950768026
2,27,164.95430388555513,122.53656056781517
2,28,250.22605207065698,222.76000236385158
2,29,151.43841670624644,126.75112452318238
2,30,217.64329894483913,305.40209852328036
2,31,349.00259971826955,105.7881638420845
2,32,307.9384381473595,178.71652508495387
2,33,125.79803124990953,224.7133559258417
2,34,233.82141169413828,296.8373518528678
2,35,356.1480533076554,16.19229833670648
2,36,191.49664783644656,122.98583751603994
2,37,1.3434700980412284,13.884950196593152
2,38,368.54500795052934,222.40398260175536
2,39,20.720429147771643,321.87558756083666
2,40,163.05897055672764,333.57678097410917
2,41,191.6040879637815,337.7522265160821
2,42,210.0410402378851,55.55008047914382
2,43,67.77156899882374,2.6884990792545516
2,44,7.8536746436566816,16.289657372006143
2,45,28.277194549486296,318.6212957206269
2,46,171.96310080397262,277.70554984336985
2,47,89.52634880237511,172.1862778751481
2,48,125.71983543206528,149.00697760903574
2,49,138.08386925633243,299.55110653855763
2,50,359.9613766750551,240.16651671175285
3,1,329.8028327195404,215.87430673841544
3,2,310.57322169197954,227.55101017947362
3,3,174.45147191620728,85.09198401687502
3,4,258.60030143852595,173.9203955903194
3,5,251.92536028748373,323.08737768751683
3,6,82.08178517002806,79.59597662489551
3,7,173.66186685193878,20.354104827288563
3,8,380.7943121101678,89.07207966794981
3,9,257.8151472222541,227.48198933729037
3,10,190.47511216969477,326.1386313129606
3,11,353.1995570799551,369.1111469230247
3,12,244.29725263678324,183.69708412448412
3,13,389.2821570189809,223.05882605575226
3,14,244.39795590042303,393.5218298500525
3,15,22.714348823932546,297.0997495752028
3,16,224.6982794079893,37.104595796614625
3,17,393.5882268536992,303.50593479226575
3,18,347.06041491491317,144.54846911872866
3,19,98.218453953324,248.20288260548267
3,20,220.15011046778045,90.56497954985754
3,21,245.4236129103314,167.49727108532875
3,22,72.3685603736927,241.89447726965952
3,23,280.9026141115266,45.64518888671433
3,24,358.34173286873374,108.56566741701648
3,25,345.5446854591227,160.35664423343982
3,26,228.50830008423648,305.6465778303588
3,27,164.40046910200587,123.36918715430575
3,28,251.15249306868358,222.3835623591025
3,29,151.669144053635,127.72414296656721
3,30,218.62240673145521,305.6054404574399
3,31,349.66838932263084,106.53430337509722
3,32,308.5553550533043,177.92949679374735
3,33,124.82981527291744,224.96347154290163
3,34,234.40195791885245,297.6515791435982
3,35,356.9394363306953,15.58097770819451
3,36,190.55884634938647,122.6386655545167
3,37,0.79609278505237,13.048064256201574
3,38,367.83171124916726,223.10484479635994
3,39,21.698576466960674,322.083500576214
3,40,163.14549068016427,332.5805308708517
3,41,191.32012028232677,336.7933926640049
3,42,210.5329437268153,56.420730212146886
3,43,68.62376903969151,2.1652829763439474
3,44,7.260251910237859,15.484766410781125
3,45,28.280175762623696,319.6212912768011
3,46,172.95959421298397,277.7892211395049
3,47,89.45513914364373,173.18373924507847
3,48,126.12570634964484,149.92090802119145
3,49,137.6950405506625,298.6297964725934
3,50,359.0683838339284,239.71644584433693
4,1,329.5989251665065,216.85329688638205
4,2,311.5648394576395,227.42180411604156
4,3,173.4709076062645,84.89578607074306
4,4,258.2352756565135,172.9893981797611
4,5,251.50573701527347,323.99507604568413
4,6,81.25129481441209,80.15300963040673
4,7,174.60072368476173,20.009797047153313
4,8,381.79420231215823,89.08689803370363
4,9,258.68357581632455,226.9861750807378
4,10,189.77429804432958,325.4252873835068
4,11,353.22071569549655,370.11092305446033
4,12,244.69823407515534,182.78099794617935
4,13,388.3156145310559,223.31533262298944
4,14,243.40432800482606,393.40911957948447
4,15,22.658000744340498,298.0981607599991
4,16,224.43130183753073,38.0682985396179
4,17,393.06801071231735,302.65190015230917
4,18,347.1476063418041,145.5446606942184
4,19,98.15716396727012,247.20476260387488
4,20,219.5922365879649,91.3949052900413
4,21,246.32080336754365,167.0556272429769
4,22,72.19849773510845,242.8799105241003
4,23,280.62094670173997,46.60470098682776
4,24,358.60745873069715,109.52971604975438
4,25,346.03369594930604,161.2289221366855
4,26,228.01269000290375,306.51512296291173
4,27,163.88126867968538,124.22383966934458
4,28,252.05191052801885,221.94647171193319
4,29,152.06505395919413,128.6424323254733
4,30,219.5318050284153,306.02136681809293
4,31,350.1467211738976,107.41248253680838
4,32,309.17227195924914,177.14246850254082
4,33,123.86159929592536,225.21358715996155
4,34,234.45477983964454,298.6501830914593
4,35,357.73081935373517,14.969657079682541
4,36,189.62104486232639,122.29149359299348
4,37,0.22546847244037738,12.226853020369957
4,38,367.20319540478306,223.88264157788967
4,39,22.17475940115345,322.9628468181367
4,40,163.2320108036009,331.58428076759424
4,41,190.9443781614033,335.86666840158165
4,42,211.16030120042183,57.199461616618294
4,43,69.47596908055928,1.6420668734333432
4,44,6.678171186296518,14.671635406074058
4,45,28.907612447937847,320.3999588605119
4,46,173.95608762199532,277.8728924356399
4,47,89.38392948491236,174.18120061500883
4,48,126.5315772672244,150.83483843334716
4,49,137.30621184499256,297.70848640662916
4,50,358.18346037329377,239.25070936432016
5,1,329.5500026443016,217.85209946288109
5,2,312.54365879080564,227.62653006217494
5,3,172.4903432963217,84.6995881246111
5,4,257.8364389882687,172.0723761996192
5,5,251.0861137430632,324.9027744038514
