time,orderParameter
0,0.1343506841554808
10,0.18283354194153884
20,0.19024462476802942
30,0.15699448671084568
40,0.17979426317782085
50,0.12874914400834825
60,0.07431999690756175
70,0.0959450370154903
80,0.08780024764952758
90,0.0400312636325408
100,0.09208440822216803
110,0.18719540417407943
120,0.20703709092116213
130,0.12844687344177427
140,0.11859379175249092
150,0.1358290129167475
160,0.2376610563999128
170,0.3357520829326571
180,0.36045372595187625
190,0.4402624073597918
200,0.4370890397563681
210,0.3795754945599862
220,0.3305928462225034
230,0.3197067502289784
240,0.39077823069408374
250,0.3762185353229196
260,0.32474222161356414
270,0.2881038576148012
280,0.2395887452337443
290,0.19421127904673374
300,0.14930579948223444
310,0.0323798732919174
320,0.02759130916427315
330,0.026276433466039105
340,0.055689629217812564
350,0.03465117485161325
360,0.11747421510090011
370,0.19652793758290307
380,0.2578996901185443
390,0.23815021003493392
400,0.24663455910874862
410,0.2922230392947131
420,0.362406537399498
430,0.3184232812975648
440,0.30534040424983205
450,0.6418231392743772
460,0.7143420715017444
470,0.7341522515236601
480,0.7745930208281092
490,0.776354956047319
500,0.7773075705010218
510,0.7774179975446761
520,0.7869345297805888
530,0.8006570371769541
540,0.766234736142021
550,0.840343782634819
560,0.8317812556808115
570,0.7894163952343075
580,0.7526431544823948
590,0.7362069594883534
600,0.6908984652001884
610,0.6135596414644241
620,0.5766484053167734
630,0.5477732080439344
640,0.471089941322928
650,0.4568208639937892
660,0.47898004596998633
670,0.5483873703595417
680,0.5158797237728789
690,0.6477602213132944
700,0.669097864186886
710,0.666597231867131
720,0.5993720509908886
730,0.5290856436412594
740,0.5161646652471168
750,0.47454070361120143
760,0.4443551761831619
770,0.404035290022211
780,0.3926281703318591
790,0.38325417160916075
800,0.3690332717667012
810,0.35775673300480304
820,0.37030170956180103
830,0.34898635754614454
840,0.33493380640799886
850,0.31634429892708754
860,0.319880145784692
870,0.29521521648421706
880,0.27395284327377606
890,0.2552587612452795
900,0.2256256941357444
910,0.23149834199464323
920,0.2373737074711148
930,0.18856791395513778
940,0.20359213236203227
950,0.2560374632131246
960,0.29507331232649386
970,0.3017312980068107
980,0.29399484784581587
990,0.2516188612989336
1000,0.23245240646743234
