time,orderParameter
0,0.054230172230878726
10,0.12474228429763531
20,0.28942577909593525
30,0.4535142851425435
40,0.5135601358099064
50,0.6703370045242668
60,0.708305804840786
70,0.6216376924618278
80,0.5454797136168759
90,0.5529324362901127
100,0.5067764074169615
110,0.4299012467066908
120,0.213970158644993
130,0.21918549588759517
140,0.3647418412439321
150,0.4727590086060691
160,0.48906344008619645
170,0.620194789663707
180,0.6792045363636235
190,0.5726067994657179
200,0.41923112869636475
210,0.36030575463034237
220,0.3593230168387529
230,0.2966162723585724
240,0.29903809432080997
250,0.22642712551766317
260,0.1608984468081112
270,0.13575271504617997
280,0.12098364484393223
290,0.12084025615618417
300,0.13652632899859837
310,0.27203238572422506
320,0.27495383173029253
330,0.3579291583157479
340,0.5191682408706173
350,0.6534058043928281
360,0.6508130025339856
370,0.6360283902354589
380,0.5352553456396508
390,0.5037068135753157
400,0.49720765623309326
410,0.5342758294369876
420,0.5986490079848723
430,0.6465486005945869
440,0.7055634694490689
450,0.7883342127169337
460,0.8274731202962368
470,0.7919012963048592
480,0.7585356509049659
490,0.7340564633685172
500,0.7255126459773491
510,0.782069519732962
520,0.7609858907152265
530,0.6494858444968239
540,0.5486690103789003
550,0.5280512965853253
560,0.5351096993933266
570,0.552952835106798
580,0.5904871730480713
590,0.6151809452067303
600,0.6235331684122424
610,0.6446585123325399
620,0.6689052137906815
630,0.7023176288844697
640,0.7866538174669745
650,0.8163887764656005
660,0.6990872829452752
670,0.7572788816279271
680,0.7635623301283604
690,0.8071430798913737
700,0.8922699326134729
710,0.9315014535264539
720,0.9402371869558728
730,0.9376223778874551
740,0.96423677373139
750,0.9364127906844928
760,0.9534321016721345
770,0.9572065920746387
780,0.9554042902399351
790,0.9618813061409709
800,0.9657133221402519
810,0.9663372479798145
820,0.975435547877542
830,0.9778198394676815
840,0.9614435195982817
850,0.9779677931531394
860,0.9777474912699708
870,0.9780948073412662
880,0.9702694085637347
890,0.9768148498686603
900,0.9825620744914184
910,0.9747366802330553
920,0.9583069846716517
930,0.9851228781439584
940,0.9898208029248111
950,0.9807876949558226
960,0.9606143600689024
970,0.9649356785544634
980,0.964834537204815
990,0.9795204954377194
1000,0.9813236132914969
